LIMS	// User ID
11-12-2017	// Evaluation date
P023__1__[321-16-12-21]	17-11-2017	16:12:11:265	// Source file name and timestamp
2000.000	// Sampling rate
10.000	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	-7.111109	481.238267	NaN	NaN	273.575680	276.999514	NaN	NaN	NaN	
1	-7.220902	481.190541	NaN	NaN	273.578753	276.998050	NaN	NaN	NaN	
2	-7.326074	481.145456	NaN	NaN	273.580825	276.995278	NaN	NaN	NaN	
3	-7.425612	481.104919	NaN	NaN	273.582062	276.991530	NaN	NaN	NaN	
4	-7.517160	481.069849	NaN	NaN	273.582494	276.986848	NaN	NaN	NaN	
5	-7.596839	481.040529	NaN	NaN	273.582068	276.981139	NaN	NaN	NaN	
6	-7.660730	481.017763	NaN	NaN	273.580831	276.974804	NaN	NaN	NaN	
7	-7.706356	481.002929	NaN	NaN	273.578934	276.968763	NaN	NaN	NaN	
8	-7.732520	480.996950	NaN	NaN	273.576452	276.963870	NaN	NaN	NaN	
9	-7.738065	481.000343	NaN	NaN	273.573386	276.960971	NaN	NaN	NaN	
10	-7.721794	481.014369	NaN	NaN	273.569856	276.961565	NaN	NaN	NaN	
11	-7.683858	481.041099	NaN	NaN	273.566110	276.967887	NaN	NaN	NaN	
12	-7.626630	481.082100	NaN	NaN	273.562301	276.982230	NaN	NaN	NaN	
13	-7.554275	481.137388	NaN	NaN	273.558301	277.006434	NaN	NaN	NaN	
14	-7.471838	481.205394	NaN	NaN	273.553703	277.041966	NaN	NaN	NaN	
15	-7.384101	481.283978	NaN	NaN	273.547990	277.090325	NaN	NaN	NaN	
16	-7.294142	481.371953	NaN	NaN	273.540802	277.152910	NaN	NaN	NaN	
17	-7.202674	481.469820	NaN	NaN	273.532061	277.230128	NaN	NaN	NaN	
18	-7.109009	481.579176	NaN	NaN	273.521877	277.321061	NaN	NaN	NaN	
19	-7.012805	481.701897	NaN	NaN	273.510419	277.424309	NaN	NaN	NaN	
20	-6.915262	481.839599	NaN	NaN	273.497828	277.538675	NaN	NaN	NaN	
21	-6.819242	481.993089	NaN	NaN	273.484143	277.663004	NaN	NaN	NaN	
22	-6.728315	482.162314	NaN	NaN	273.469304	277.796065	NaN	NaN	NaN	
23	-6.645564	482.346545	NaN	NaN	273.453210	277.936563	NaN	NaN	NaN	
24	-6.573499	482.543958	NaN	NaN	273.435673	278.082846	NaN	NaN	NaN	
25	-6.514235	482.751423	NaN	NaN	273.416419	278.232734	NaN	NaN	NaN	
26	-6.468492	482.964791	NaN	NaN	273.395179	278.383639	NaN	NaN	NaN	
27	-6.435378	483.179393	NaN	NaN	273.371687	278.532808	NaN	NaN	NaN	
28	-6.414101	483.391355	NaN	NaN	273.345516	278.678025	NaN	NaN	NaN	
29	-6.404529	483.598671	NaN	NaN	273.316026	278.818180	NaN	NaN	NaN	
30	-6.405465	483.800689	NaN	NaN	273.282586	278.952956	NaN	NaN	NaN	
31	-6.413732	483.997114	NaN	NaN	273.244864	279.082270	NaN	NaN	NaN	
