LIMS	// User ID
11-12-2017	// Evaluation date
P022__13__[321-15-57-16]	17-11-2017	15:57:12:803	// Source file name and timestamp
2000.000	// Sampling rate
4.163	// Data capture period

Sample #	Left_FP	Right_FP	Symmetry_GRF	Max_vGRF	
0	-7.674964	-1.058054	NaN	1428.752122	
1	-7.597146	-1.068683	NaN	1428.752122	
2	-7.533966	-1.082810	NaN	1428.752122	
3	-7.487112	-1.099077	NaN	1428.752122	
4	-7.455636	-1.116358	NaN	1428.752122	
5	-7.437373	-1.133974	NaN	1428.752122	
6	-7.430305	-1.151648	NaN	1428.752122	
7	-7.432458	-1.169481	NaN	1428.752122	
8	-7.441821	-1.187947	NaN	1428.752122	
9	-7.456810	-1.207900	NaN	1428.752122	
10	-7.476479	-1.230615	NaN	1428.752122	
11	-7.500462	-1.257829	NaN	1428.752122	
12	-7.528939	-1.291539	NaN	1428.752122	
13	-7.562345	-1.333247	NaN	1428.752122	
14	-7.600797	-1.383450	NaN	1428.752122	
15	-7.644079	-1.442199	NaN	1428.752122	
16	-7.691894	-1.509634	NaN	1428.752122	
17	-7.743249	-1.585391	NaN	1428.752122	
18	-7.795796	-1.667983	NaN	1428.752122	
19	-7.846549	-1.755239	NaN	1428.752122	
20	-7.893144	-1.844984	NaN	1428.752122	
21	-7.933978	-1.935156	NaN	1428.752122	
22	-7.968102	-2.023646	NaN	1428.752122	
23	-7.996297	-2.108139	NaN	1428.752122	
24	-8.021382	-2.186221	NaN	1428.752122	
25	-8.046612	-2.256049	NaN	1428.752122	
26	-8.074663	-2.316764	NaN	1428.752122	
27	-8.107757	-2.367852	NaN	1428.752122	
28	-8.147173	-2.408517	NaN	1428.752122	
29	-8.192720	-2.438171	NaN	1428.752122	
30	-8.243272	-2.456936	NaN	1428.752122	
31	-8.297268	-2.465077	NaN	1428.752122	
32	-8.352020	-2.462440	NaN	1428.752122	
33	-8.403259	-2.448999	NaN	1428.752122	
34	-8.446621	-2.425419	NaN	1428.752122	
35	-8.479411	-2.392534	NaN	1428.752122	
36	-8.500155	-2.350847	NaN	1428.752122	
37	-8.507644	-2.301132	NaN	1428.752122	
38	-8.501719	-2.245063	NaN	1428.752122	
39	-8.483845	-2.184761	NaN	1428.752122	
40	-8.456313	-2.122104	NaN	1428.752122	
41	-8.421795	-2.058571	NaN	1428.752122	
42	-8.382914	-1.995360	NaN	1428.752122	
43	-8.341245	-1.933484	NaN	1428.752122	
44	-8.297132	-1.873863	NaN	1428.752122	
45	-8.250302	-1.817406	NaN	1428.752122	
46	-8.200457	-1.765094	NaN	1428.752122	
47	-8.147869	-1.718067	NaN	1428.752122	
48	-8.093420	-1.677708	NaN	1428.752122	
49	-8.038103	-1.645468	NaN	1428.752122	
50	-7.982820	-1.622117	NaN	1428.752122	
51	-7.928745	-1.607248	NaN	1428.752122	
52	-7.877997	-1.599829	NaN	1428.752122	
53	-7.833489	-1.599001	NaN	1428.752122	
54	-7.797665	-1.604317	NaN	1428.752122	
55	-7.771782	-1.615723	NaN	1428.752122	
56	-7.756575	-1.633552	NaN	1428.752122	
57	-7.752884	-1.658530	NaN	1428.752122	
58	-7.761129	-1.691527	NaN	1428.752122	
59	-7.780469	-1.732740	NaN	1428.752122	
60	-7.808755	-1.781127	NaN	1428.752122	
61	-7.843561	-1.834884	NaN	1428.752122	
62	-7.883493	-1.892172	NaN	1428.752122	
63	-7.928092	-1.951264	NaN	1428.752122	
64	-7.976349	-2.010427	NaN	1428.752122	
65	-8.025759	-2.067799	NaN	1428.752122	
66	-8.073032	-2.121537	NaN	1428.752122	
67	-8.115630	-2.170532	NaN	1428.752122	
68	-8.152473	-2.214877	NaN	1428.752122	
69	-8.182995	-2.255282	NaN	1428.752122	
70	-8.205652	-2.292245	NaN	1428.752122	
71	-8.218114	-2.325768	NaN	1428.752122	
72	-8.219153	-2.355339	NaN	1428.752122	
73	-8.209725	-2.379879	NaN	1428.752122	
74	-8.192732	-2.397678	NaN	1428.752122	
75	-8.172307	-2.406567	NaN	1428.752122	
76	-8.152587	-2.404923	NaN	1428.752122	
77	-8.136780	-2.392976	NaN	1428.752122	
78	-8.126475	-2.372830	NaN	1428.752122	
