LIMS	// User ID
11-12-2017	// Evaluation date
P026__1__[321-17-20-56]	17-11-2017	17:20:53:151	// Source file name and timestamp
2000.000	// Sampling rate
3.765	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	-9.973762	534.423835	NaN	NaN	242.864048	254.247466	NaN	NaN	0.000000	
1	-10.010638	534.315915	NaN	NaN	242.874316	254.272857	NaN	NaN	0.000000	
2	-10.040792	534.215946	NaN	NaN	242.888077	254.286509	NaN	NaN	0.000000	
3	-10.063544	534.121650	NaN	NaN	242.905801	254.288344	NaN	NaN	0.000000	
4	-10.077117	534.030686	NaN	NaN	242.927587	254.279304	NaN	NaN	0.000000	
5	-10.079396	533.941708	NaN	NaN	242.953123	254.261263	NaN	NaN	0.000000	
6	-10.068967	533.854642	NaN	NaN	242.981450	254.236763	NaN	NaN	0.000000	
7	-10.045624	533.769889	NaN	NaN	243.011117	254.208195	NaN	NaN	0.000000	
8	-10.010075	533.687285	NaN	NaN	243.040661	254.177319	NaN	NaN	0.000000	
9	-9.963703	533.605589	NaN	NaN	243.068920	254.145316	NaN	NaN	0.000000	
10	-9.907796	533.523024	NaN	NaN	243.095086	254.112919	NaN	NaN	0.000000	
11	-9.841906	533.438084	NaN	NaN	243.118417	254.080926	NaN	NaN	0.000000	
12	-9.763862	533.349790	NaN	NaN	243.137977	254.050671	NaN	NaN	0.000000	
13	-9.671724	533.257693	NaN	NaN	243.152845	254.023599	NaN	NaN	0.000000	
14	-9.565171	533.161904	NaN	NaN	243.162456	254.000603	NaN	NaN	0.000000	
15	-9.445836	533.063161	NaN	NaN	243.166691	253.981829	NaN	NaN	0.000000	
16	-9.317163	532.962643	NaN	NaN	243.165816	253.966796	NaN	NaN	0.000000	
17	-9.183498	532.861252	NaN	NaN	243.160309	253.954684	NaN	NaN	0.000000	
18	-9.048946	532.759160	NaN	NaN	243.150768	253.944504	NaN	NaN	0.000000	
19	-8.917084	532.656440	NaN	NaN	243.138066	253.934853	NaN	NaN	0.000000	
20	-8.790930	532.553694	NaN	NaN	243.123515	253.923650	NaN	NaN	0.000000	
21	-8.672603	532.451306	NaN	NaN	243.108766	253.908338	NaN	NaN	0.000000	
22	-8.563216	532.348127	NaN	NaN	243.095469	253.886521	NaN	NaN	0.000000	
23	-8.463296	532.241482	NaN	NaN	243.084831	253.856861	NaN	NaN	0.000000	
24	-8.373741	532.128778	NaN	NaN	243.077238	253.819953	NaN	NaN	0.000000	
25	-8.296504	532.009121	NaN	NaN	243.072235	253.778280	NaN	NaN	0.000000	
26	-8.233880	531.883338	NaN	NaN	243.068907	253.734843	NaN	NaN	0.000000	
27	-8.187231	531.752700	NaN	NaN	243.066343	253.691802	NaN	NaN	0.000000	
28	-8.156801	531.617938	NaN	NaN	243.063886	253.650506	NaN	NaN	0.000000	
29	-8.142332	531.479085	NaN	NaN	243.061183	253.611941	NaN	NaN	0.000000	
30	-8.143652	531.335841	NaN	NaN	243.058091	253.576448	NaN	NaN	0.000000	
31	-8.160960	531.188480	NaN	NaN	243.054448	253.543719	NaN	NaN	0.000000	
32	-8.193971	531.038237	NaN	NaN	243.049860	253.513717	NaN	NaN	0.000000	
33	-8.241027	530.886340	NaN	NaN	243.043712	253.487352	NaN	NaN	0.000000	
