LIMS	// User ID
11-12-2017	// Evaluation date
P022__1__[321-15-48-4]	17-11-2017	15:47:54:541	// Source file name and timestamp
2000.000	// Sampling rate
10.000	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	-5.680264	449.001773	NaN	NaN	236.539257	294.185383	NaN	NaN	NaN	
1	-5.576890	448.558605	NaN	NaN	236.578021	294.223815	NaN	NaN	NaN	
2	-5.480994	448.090835	NaN	NaN	236.615809	294.269363	NaN	NaN	NaN	
3	-5.394213	447.601099	NaN	NaN	236.653687	294.321272	NaN	NaN	NaN	
4	-5.319013	447.092644	NaN	NaN	236.693007	294.378237	NaN	NaN	NaN	
5	-5.258576	446.568114	NaN	NaN	236.735012	294.439166	NaN	NaN	NaN	
6	-5.214989	446.028878	NaN	NaN	236.780727	294.503371	NaN	NaN	NaN	
7	-5.187654	445.476267	NaN	NaN	236.831049	294.570359	NaN	NaN	NaN	
8	-5.174441	444.912533	NaN	NaN	236.886915	294.639480	NaN	NaN	NaN	
9	-5.173326	444.340465	NaN	NaN	236.949246	294.709983	NaN	NaN	NaN	
10	-5.181722	443.763319	NaN	NaN	237.018650	294.781526	NaN	NaN	NaN	
11	-5.195776	443.184779	NaN	NaN	237.095257	294.854108	NaN	NaN	NaN	
12	-5.211036	442.608095	NaN	NaN	237.178628	294.927536	NaN	NaN	NaN	
13	-5.222794	442.035492	NaN	NaN	237.267695	295.001646	NaN	NaN	NaN	
14	-5.226424	441.468355	NaN	NaN	237.361064	295.076705	NaN	NaN	NaN	
15	-5.218578	440.907655	NaN	NaN	237.457371	295.152769	NaN	NaN	NaN	
16	-5.197890	440.354353	NaN	NaN	237.555313	295.228720	NaN	NaN	NaN	
17	-5.164329	439.809790	NaN	NaN	237.653525	295.302148	NaN	NaN	NaN	
18	-5.118352	439.275825	NaN	NaN	237.750539	295.370253	NaN	NaN	NaN	
19	-5.060651	438.754423	NaN	NaN	237.844906	295.431022	NaN	NaN	NaN	
20	-4.992514	438.247244	NaN	NaN	237.935325	295.483845	NaN	NaN	NaN	
21	-4.916493	437.755495	NaN	NaN	238.020699	295.529442	NaN	NaN	NaN	
22	-4.836581	437.279741	NaN	NaN	238.100199	295.569254	NaN	NaN	NaN	
23	-4.757588	436.820244	NaN	NaN	238.173176	295.604556	NaN	NaN	NaN	
24	-4.683991	436.377547	NaN	NaN	238.238989	295.636044	NaN	NaN	NaN	
25	-4.618766	435.952227	NaN	NaN	238.297110	295.664139	NaN	NaN	NaN	
26	-4.563289	435.544365	NaN	NaN	238.347320	295.689437	NaN	NaN	NaN	
27	-4.518319	435.153529	NaN	NaN	238.389752	295.712872	NaN	NaN	NaN	
28	-4.484925	434.779008	NaN	NaN	238.424873	295.735748	NaN	NaN	NaN	
29	-4.464287	434.419740	NaN	NaN	238.453404	295.759630	NaN	NaN	NaN	
30	-4.456618	434.073652	NaN	NaN	238.476111	295.785925	NaN	NaN	NaN	
31	-4.460900	433.737499	NaN	NaN	238.493589	295.815464	NaN	NaN	NaN	
32	-4.475416	433.408321	NaN	NaN	238.506162	295.848398	NaN	NaN	NaN	
33	-4.497947	433.084896	NaN	NaN	238.513935	295.884366	NaN	NaN	NaN	
34	-4.525945	432.767330	NaN	NaN	238.516973	295.922760	NaN	NaN	NaN	
35	-4.557253	432.455581	NaN	NaN	238.515333	295.962632	NaN	NaN	NaN	
36	-4.590847	432.148538	NaN	NaN	238.508929	296.002599	NaN	NaN	NaN	
37	-4.627053	431.843878	NaN	NaN	238.497453	296.041527	NaN	NaN	NaN	
38	-4.667255	431.538419	NaN	NaN	238.480440	296.079234	NaN	NaN	NaN	
39	-4.712785	431.228996	NaN	NaN	238.457477	296.116327	NaN	NaN	NaN	
40	-4.763241	430.913324	NaN	NaN	238.428420	296.153751	NaN	NaN	NaN	
41	-4.815567	430.590364	NaN	NaN	238.393486	296.192671	NaN	NaN	NaN	
42	-4.864738	430.260462	NaN	NaN	238.353275	296.234501	NaN	NaN	NaN	
43	-4.905495	429.925290	NaN	NaN	238.308756	296.280790	NaN	NaN	NaN	
44	-4.934068	429.587015	NaN	NaN	238.261035	296.332937	NaN	NaN	NaN	
45	-4.949120	429.247214	NaN	NaN	238.211054	296.392360	NaN	NaN	NaN	
46	-4.951656	428.906886	NaN	NaN	238.159597	296.460999	NaN	NaN	NaN	
47	-4.944206	428.566993	NaN	NaN	238.107431	296.540911	NaN	NaN	NaN	
48	-4.930082	428.228438	NaN	NaN	238.055303	296.633222	NaN	NaN	NaN	
49	-4.912966	427.892042	NaN	NaN	238.003931	296.737960	NaN	NaN	NaN	
50	-4.896248	427.558234	NaN	NaN	237.953919	296.854619	NaN	NaN	NaN	
51	-4.882044	427.226169	NaN	NaN	237.905509	296.982360	NaN	NaN	NaN	
52	-4.870159	426.893884	NaN	NaN	237.858626	297.120208	NaN	NaN	NaN	
53	-4.857804	426.559811	NaN	NaN	237.813283	297.267430	NaN	NaN	NaN	
54	-4.840899	426.223747	NaN	NaN	237.769846	297.423263	NaN	NaN	NaN	
55	-4.815612	425.886484	NaN	NaN	237.728928	297.586454	NaN	NaN	NaN	
56	-4.779040	425.549226	NaN	NaN	237.691215	297.755243	NaN	NaN	NaN	
57	-4.729658	425.213573	NaN	NaN	237.657449	297.927641	NaN	NaN	NaN	
58	-4.667267	424.881536	NaN	NaN	237.628409	298.102008	NaN	NaN	NaN	
59	-4.592435	424.555002	NaN	NaN	237.604739	298.277335	NaN	NaN	NaN	
60	-4.506278	424.235196	NaN	NaN	237.586763	298.452909	NaN	NaN	NaN	
61	-4.410850	423.922668	NaN	NaN	237.574433	298.628013	NaN	NaN	NaN	
62	-4.309876	423.617518	NaN	NaN	237.567341	298.801779	NaN	NaN	NaN	
63	-4.208708	423.319032	NaN	NaN	237.564712	298.973031	NaN	NaN	NaN	
64	-4.112925	423.024444	NaN	NaN	237.565481	299.140258	NaN	NaN	NaN	
65	-4.026656	422.728696	NaN	NaN	237.568501	299.301915	NaN	NaN	NaN	
66	-3.951981	422.426335	NaN	NaN	237.572697	299.456743	NaN	NaN	NaN	
67	-3.889664	422.113099	NaN	NaN	237.577138	299.603956	NaN	NaN	NaN	
68	-3.839816	421.785611	NaN	NaN	237.581251	299.743574	NaN	NaN	NaN	
69	-3.801646	421.440853	NaN	NaN	237.584971	299.876653	NaN	NaN	NaN	
70	-3.773459	421.076770	NaN	NaN	237.588554	300.004934	NaN	NaN	NaN	
71	-3.753170	420.693226	NaN	NaN	237.592321	300.130382	NaN	NaN	NaN	
72	-3.738789	420.292224	NaN	NaN	237.596499	300.254877	NaN	NaN	NaN	
73	-3.729207	419.877401	NaN	NaN	237.600997	300.379739	NaN	NaN	NaN	
74	-3.724721	419.453345	NaN	NaN	237.605252	300.505374	NaN	NaN	NaN	
75	-3.726192	419.024397	NaN	NaN	237.608396	300.631517	NaN	NaN	NaN	
76	-3.733648	418.593177	NaN	NaN	237.609512	300.757603	NaN	NaN	NaN	
77	-3.746285	418.160981	NaN	NaN	237.607752	300.882979	NaN	NaN	NaN	
78	-3.763865	417.729509	NaN	NaN	237.602520	301.007297	NaN	NaN	NaN	
79	-3.787271	417.300663	NaN	NaN	237.593631	301.130733	NaN	NaN	NaN	
80	-3.817101	416.874669	NaN	NaN	237.581181	301.253581	NaN	NaN	NaN	
81	-3.852237	416.449236	NaN	NaN	237.565244	301.375861	NaN	NaN	NaN	
82	-3.890066	416.020829	NaN	NaN	237.545518	301.497575	NaN	NaN	NaN	
