LIMS	// User ID
11-12-2017	// Evaluation date
P030__1__[321-19-6-59]	17-11-2017	19:06:52:448	// Source file name and timestamp
2000.000	// Sampling rate
6.745	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	-6.169268	547.249958	NaN	NaN	140.342399	208.628463	NaN	NaN	0.000000	
1	-6.287233	547.249496	NaN	NaN	140.342801	208.656899	NaN	NaN	0.000000	
2	-6.412645	547.234503	NaN	NaN	140.344345	208.685178	NaN	NaN	0.000000	
3	-6.541407	547.207325	NaN	NaN	140.346873	208.714108	NaN	NaN	0.000000	
4	-6.668321	547.170958	NaN	NaN	140.350187	208.744737	NaN	NaN	0.000000	
5	-6.788193	547.128935	NaN	NaN	140.354048	208.778207	NaN	NaN	0.000000	
6	-6.895497	547.084403	NaN	NaN	140.358251	208.815354	NaN	NaN	0.000000	
7	-6.984596	547.040031	NaN	NaN	140.362626	208.856304	NaN	NaN	0.000000	
8	-7.051416	546.998163	NaN	NaN	140.367030	208.900711	NaN	NaN	0.000000	
9	-7.094341	546.959572	NaN	NaN	140.371433	208.948074	NaN	NaN	0.000000	
10	-7.113801	546.922401	NaN	NaN	140.375997	208.997748	NaN	NaN	0.000000	
11	-7.111980	546.883493	NaN	NaN	140.380981	209.048996	NaN	NaN	0.000000	
12	-7.092334	546.840496	NaN	NaN	140.386590	209.101073	NaN	NaN	0.000000	
13	-7.057749	546.792051	NaN	NaN	140.392966	209.153325	NaN	NaN	0.000000	
14	-7.008676	546.736628	NaN	NaN	140.400270	209.205423	NaN	NaN	0.000000	
15	-6.943467	546.672484	NaN	NaN	140.408683	209.257314	NaN	NaN	0.000000	
16	-6.860050	546.599007	NaN	NaN	140.418315	209.308814	NaN	NaN	0.000000	
17	-6.757597	546.517565	NaN	NaN	140.429145	209.359341	NaN	NaN	0.000000	
18	-6.637977	546.430782	NaN	NaN	140.441070	209.408077	NaN	NaN	0.000000	
19	-6.505911	546.341318	NaN	NaN	140.453997	209.454266	NaN	NaN	0.000000	
20	-6.367554	546.251777	NaN	NaN	140.467846	209.497228	NaN	NaN	0.000000	
21	-6.228864	546.165175	NaN	NaN	140.482523	209.536211	NaN	NaN	0.000000	
22	-6.095121	546.084580	NaN	NaN	140.497942	209.570486	NaN	NaN	0.000000	
23	-5.971855	546.012488	NaN	NaN	140.514073	209.599507	NaN	NaN	0.000000	
24	-5.865488	545.950708	NaN	NaN	140.530953	209.622939	NaN	NaN	0.000000	
25	-5.782295	545.900507	NaN	NaN	140.548674	209.640624	NaN	NaN	0.000000	
26	-5.727050	545.862704	NaN	NaN	140.567380	209.652558	NaN	NaN	0.000000	
27	-5.702740	545.837747	NaN	NaN	140.587262	209.658883	NaN	NaN	0.000000	
28	-5.710748	545.825753	NaN	NaN	140.608559	209.659883	NaN	NaN	0.000000	
29	-5.750936	545.826536	NaN	NaN	140.631551	209.655996	NaN	NaN	0.000000	
30	-5.821636	545.839603	NaN	NaN	140.656566	209.647839	NaN	NaN	0.000000	
31	-5.919541	545.864404	NaN	NaN	140.683962	209.636158	NaN	NaN	0.000000	
32	-6.040069	545.901144	NaN	NaN	140.714064	209.621653	NaN	NaN	0.000000	
33	-6.178232	545.951329	NaN	NaN	140.747128	209.604865	NaN	NaN	0.000000	
34	-6.328309	546.017267	NaN	NaN	140.783373	209.586366	NaN	NaN	0.000000	
35	-6.483189	546.101024	NaN	NaN	140.823049	209.566846	NaN	NaN	0.000000	
36	-6.635940	546.203374	NaN	NaN	140.866514	209.546718	NaN	NaN	0.000000	
37	-6.781961	546.323224	NaN	NaN	140.914261	209.525808	NaN	NaN	0.000000	
38	-6.919236	546.458053	NaN	NaN	140.966880	209.503700	NaN	NaN	0.000000	
39	-7.046987	546.604835	NaN	NaN	141.024978	209.480171	NaN	NaN	0.000000	
40	-7.164113	546.760919	NaN	NaN	141.089094	209.455142	NaN	NaN	0.000000	
41	-7.268762	546.924649	NaN	NaN	141.159631	209.428467	NaN	NaN	0.000000	
42	-7.358747	547.095460	NaN	NaN	141.236820	209.399861	NaN	NaN	0.000000	
43	-7.431655	547.273473	NaN	NaN	141.320699	209.368983	NaN	NaN	0.000000	
44	-7.484677	547.458831	NaN	NaN	141.411119	209.335581	NaN	NaN	0.000000	
45	-7.514707	547.651598	NaN	NaN	141.507675	209.299504	NaN	NaN	0.000000	
46	-7.519019	547.851927	NaN	NaN	141.609619	209.260635	NaN	NaN	0.000000	
47	-7.495980	548.059386	NaN	NaN	141.715798	209.219058	NaN	NaN	0.000000	
48	-7.445538	548.271976	NaN	NaN	141.824602	209.175311	NaN	NaN	0.000000	
49	-7.370104	548.486178	NaN	NaN	141.934056	209.130359	NaN	NaN	0.000000	
50	-7.275276	548.698887	NaN	NaN	142.042530	209.085074	NaN	NaN	0.000000	
51	-7.169014	548.909921	NaN	NaN	142.149677	209.039567	NaN	NaN	0.000000	
52	-7.059789	549.121877	NaN	NaN	142.256339	208.993223	NaN	NaN	0.000000	
53	-6.955630	549.337337	NaN	NaN	142.363438	208.945441	NaN	NaN	0.000000	
54	-6.863148	549.557180	NaN	NaN	142.471300	208.896078	NaN	NaN	0.000000	
55	-6.785629	549.781618	NaN	NaN	142.580041	208.845174	NaN	NaN	0.000000	
56	-6.723540	550.011181	NaN	NaN	142.689943	208.792688	NaN	NaN	0.000000	
57	-6.677773	550.245494	NaN	NaN	142.800965	208.738824	NaN	NaN	0.000000	
58	-6.650879	550.481987	NaN	NaN	142.912246	208.684363	NaN	NaN	0.000000	
59	-6.645211	550.717307	NaN	NaN	143.022638	208.630299	NaN	NaN	0.000000	
60	-6.661035	550.949800	NaN	NaN	143.131670	208.577176	NaN	NaN	0.000000	
61	-6.696257	551.179278	NaN	NaN	143.239445	208.525156	NaN	NaN	0.000000	
62	-6.747758	551.404633	NaN	NaN	143.345715	208.474649	NaN	NaN	0.000000	
63	-6.812939	551.623636	NaN	NaN	143.449805	208.426362	NaN	NaN	0.000000	
64	-6.889274	551.834924	NaN	NaN	143.551374	208.380782	NaN	NaN	0.000000	
65	-6.973566	552.038355	NaN	NaN	143.650548	208.338080	NaN	NaN	0.000000	
66	-7.063184	552.234312	NaN	NaN	143.747643	208.298300	NaN	NaN	0.000000	
67	-7.156453	552.424155	NaN	NaN	143.843334	208.261237	NaN	NaN	0.000000	
