LIMS	// User ID
11-12-2017	// Evaluation date
P022__16__[321-15-59-20]	17-11-2017	15:59:16:971	// Source file name and timestamp
2000.000	// Sampling rate
4.022	// Data capture period

Sample #	Left_FP	Right_FP	Symmetry_GRF	Max_vGRF	
0	-7.094580	0.024853	NaN	1482.735701	
1	-7.019505	0.025206	NaN	1482.735701	
2	-6.947655	0.030742	NaN	1482.735701	
3	-6.882779	0.042627	NaN	1482.735701	
4	-6.827328	0.059845	NaN	1482.735701	
5	-6.781463	0.080542	NaN	1482.735701	
6	-6.742815	0.103318	NaN	1482.735701	
7	-6.708121	0.126867	NaN	1482.735701	
8	-6.675681	0.149338	NaN	1482.735701	
9	-6.646449	0.168785	NaN	1482.735701	
10	-6.623234	0.183620	NaN	1482.735701	
11	-6.609129	0.192237	NaN	1482.735701	
12	-6.606239	0.193208	NaN	1482.735701	
13	-6.614931	0.186319	NaN	1482.735701	
14	-6.634137	0.172565	NaN	1482.735701	
15	-6.662456	0.152800	NaN	1482.735701	
16	-6.698354	0.126954	NaN	1482.735701	
17	-6.739499	0.094595	NaN	1482.735701	
18	-6.782616	0.055489	NaN	1482.735701	
19	-6.824457	0.009046	NaN	1482.735701	
20	-6.863052	-0.046245	NaN	1482.735701	
21	-6.897872	-0.112303	NaN	1482.735701	
22	-6.929490	-0.190673	NaN	1482.735701	
23	-6.959878	-0.282009	NaN	1482.735701	
24	-6.992198	-0.385494	NaN	1482.735701	
25	-7.029496	-0.499023	NaN	1482.735701	
26	-7.073394	-0.620432	NaN	1482.735701	
27	-7.123285	-0.748441	NaN	1482.735701	
28	-7.176560	-0.882513	NaN	1482.735701	
29	-7.229603	-1.021907	NaN	1482.735701	
30	-7.278151	-1.165002	NaN	1482.735701	
31	-7.317917	-1.309404	NaN	1482.735701	
32	-7.346364	-1.451745	NaN	1482.735701	
33	-7.363124	-1.587417	NaN	1482.735701	
34	-7.368243	-1.711659	NaN	1482.735701	
35	-7.361299	-1.820911	NaN	1482.735701	
36	-7.342245	-1.913119	NaN	1482.735701	
37	-7.311415	-1.987565	NaN	1482.735701	
38	-7.268392	-2.044775	NaN	1482.735701	
39	-7.212302	-2.086216	NaN	1482.735701	
40	-7.143811	-2.113500	NaN	1482.735701	
41	-7.065769	-2.127871	NaN	1482.735701	
42	-6.981380	-2.130818	NaN	1482.735701	
43	-6.892392	-2.124694	NaN	1482.735701	
44	-6.798942	-2.112274	NaN	1482.735701	
45	-6.700492	-2.096058	NaN	1482.735701	
46	-6.596719	-2.078124	NaN	1482.735701	
47	-6.487850	-2.060240	NaN	1482.735701	
48	-6.374739	-2.043686	NaN	1482.735701	
49	-6.258976	-2.028487	NaN	1482.735701	
50	-6.142748	-2.013145	NaN	1482.735701	
51	-6.028445	-1.995978	NaN	1482.735701	
52	-5.918850	-1.976434	NaN	1482.735701	
53	-5.817638	-1.954806	NaN	1482.735701	
54	-5.728759	-1.931410	NaN	1482.735701	
55	-5.654976	-1.906340	NaN	1482.735701	
56	-5.597184	-1.879487	NaN	1482.735701	
57	-5.554794	-1.850545	NaN	1482.735701	
58	-5.526028	-1.819296	NaN	1482.735701	
59	-5.508719	-1.786177	NaN	1482.735701	
60	-5.501952	-1.752038	NaN	1482.735701	
61	-5.506029	-1.717089	NaN	1482.735701	
62	-5.520760	-1.680651	NaN	1482.735701	
63	-5.544872	-1.641702	NaN	1482.735701	
64	-5.576512	-1.599131	NaN	1482.735701	
65	-5.613722	-1.551706	NaN	1482.735701	
66	-5.655180	-1.498037	NaN	1482.735701	
67	-5.700691	-1.436818	NaN	1482.735701	
68	-5.750575	-1.367635	NaN	1482.735701	
69	-5.804787	-1.291541	NaN	1482.735701	
70	-5.862599	-1.210593	NaN	1482.735701	
71	-5.922528	-1.127163	NaN	1482.735701	
72	-5.982515	-1.043546	NaN	1482.735701	
73	-6.040651	-0.961287	NaN	1482.735701	
74	-6.095907	-0.880753	NaN	1482.735701	
75	-6.148623	-0.801759	NaN	1482.735701	
76	-6.200784	-0.724447	NaN	1482.735701	
77	-6.254638	-0.649627	NaN	1482.735701	
78	-6.310186	-0.578582	NaN	1482.735701	
79	-6.365145	-0.512338	NaN	1482.735701	
80	-6.417397	-0.451205	NaN	1482.735701	
81	-6.466290	-0.395386	NaN	1482.735701	
82	-6.512283	-0.345592	NaN	1482.735701	
83	-6.556366	-0.302546	NaN	1482.735701	
84	-6.599497	-0.266496	NaN	1482.735701	
85	-6.642632	-0.237810	NaN	1482.735701	
86	-6.687026	-0.217578	NaN	1482.735701	
87	-6.733984	-0.207123	NaN	1482.735701	
88	-6.784610	-0.207242	NaN	1482.735701	
89	-6.839256	-0.217693	NaN	1482.735701	
90	-6.896643	-0.236621	NaN	1482.735701	
91	-6.954339	-0.260742	NaN	1482.735701	
92	-7.010045	-0.286561	NaN	1482.735701	
93	-7.062312	-0.311310	NaN	1482.735701	
94	-7.111002	-0.333066	NaN	1482.735701	
95	-7.156971	-0.350642	NaN	1482.735701	
96	-7.200922	-0.363238	NaN	1482.735701	
97	-7.243122	-0.369827	NaN	1482.735701	
98	-7.283681	-0.369375	NaN	1482.735701	
99	-7.322242	-0.361907	NaN	1482.735701	
100	-7.357933	-0.348510	NaN	1482.735701	
101	-7.389882	-0.330267	NaN	1482.735701	
102	-7.417727	-0.308045	NaN	1482.735701	
103	-7.442151	-0.282826	NaN	1482.735701	
104	-7.464613	-0.255492	NaN	1482.735701	
105	-7.485967	-0.226883	NaN	1482.735701	
106	-7.505619	-0.198139	NaN	1482.735701	
107	-7.522644	-0.170210	NaN	1482.735701	
108	-7.537740	-0.143366	NaN	1482.735701	
109	-7.552969	-0.117784	NaN	1482.735701	
110	-7.569542	-0.094137	NaN	1482.735701	
111	-7.587578	-0.073080	NaN	1482.735701	
112	-7.607548	-0.054741	NaN	1482.735701	
113	-7.629993	-0.039296	NaN	1482.735701	
114	-7.654391	-0.027555	NaN	1482.735701	
115	-7.678823	-0.020444	NaN	1482.735701	
116	-7.699575	-0.018228	NaN	1482.735701	
117	-7.712096	-0.020242	NaN	1482.735701	
118	-7.713924	-0.025143	NaN	1482.735701	
119	-7.705709	-0.031680	NaN	1482.735701	
120	-7.689518	-0.039187	NaN	1482.735701	
121	-7.667787	-0.047266	NaN	1482.735701	
122	-7.644030	-0.056047	NaN	1482.735701	
123	-7.623315	-0.067020	NaN	1482.735701	
124	-7.610804	-0.082551	NaN	1482.735701	
125	-7.609426	-0.104595	NaN	1482.735701	
126	-7.619169	-0.134218	NaN	1482.735701	
127	-7.638806	-0.171922	NaN	1482.735701	
128	-7.667849	-0.218208	NaN	1482.735701	
129	-7.705935	-0.273581	NaN	1482.735701	
130	-7.751059	-0.337982	NaN	1482.735701	
131	-7.799741	-0.410754	NaN	1482.735701	
132	-7.848263	-0.491408	NaN	1482.735701	
133	-7.893321	-0.579833	NaN	1482.735701	
134	-7.932694	-0.675122	NaN	1482.735701	
135	-7.965680	-0.774909	NaN	1482.735701	
136	-7.992462	-0.876035	NaN	1482.735701	
137	-8.013233	-0.974887	NaN	1482.735701	
138	-8.027898	-1.067714	NaN	1482.735701	
139	-8.036345	-1.151496	NaN	1482.735701	
140	-8.039007	-1.224299	NaN	1482.735701	
141	-8.036882	-1.285404	NaN	1482.735701	
142	-8.030997	-1.335505	NaN	1482.735701	
143	-8.021893	-1.376147	NaN	1482.735701	
144	-8.009070	-1.408654	NaN	1482.735701	
145	-7.990974	-1.433327	NaN	1482.735701	
146	-7.965214	-1.449722	NaN	1482.735701	
147	-7.928455	-1.457732	NaN	1482.735701	
148	-7.877417	-1.457848	NaN	1482.735701	
149	-7.810757	-1.450620	NaN	1482.735701	
150	-7.729608	-1.436407	NaN	1482.735701	
151	-7.636813	-1.415397	NaN	1482.735701	
152	-7.535965	-1.387624	NaN	1482.735701	
153	-7.431062	-1.352988	NaN	1482.735701	
154	-7.326776	-1.311261	NaN	1482.735701	
155	-7.227594	-1.262100	NaN	1482.735701	
156	-7.136089	-1.205059	NaN	1482.735701	
157	-7.052533	-1.139590	NaN	1482.735701	
158	-6.975835	-1.065339	NaN	1482.735701	
