LIMS	// User ID
11-12-2017	// Evaluation date
P030__22__[321-19-25-27]	17-11-2017	19:25:23:339	// Source file name and timestamp
2000.000	// Sampling rate
4.100	// Data capture period

Sample #	Left_FP	Right_FP	Symmetry_GRF	Max_vGRF	
0	-6.174858	-13.592278	NaN	1800.976560	
1	-5.995979	-13.565700	NaN	1800.976560	
2	-5.842639	-13.550741	NaN	1800.976560	
3	-5.720417	-13.547830	NaN	1800.976560	
4	-5.630012	-13.555407	NaN	1800.976560	
5	-5.567346	-13.570972	NaN	1800.976560	
6	-5.527171	-13.592631	NaN	1800.976560	
7	-5.505727	-13.619832	NaN	1800.976560	
8	-5.500579	-13.652482	NaN	1800.976560	
9	-5.509933	-13.689533	NaN	1800.976560	
10	-5.533128	-13.728903	NaN	1800.976560	
11	-5.570881	-13.768470	NaN	1800.976560	
12	-5.623872	-13.806225	NaN	1800.976560	
13	-5.691310	-13.839862	NaN	1800.976560	
14	-5.770860	-13.867203	NaN	1800.976560	
15	-5.859065	-13.886908	NaN	1800.976560	
16	-5.952559	-13.898666	NaN	1800.976560	
17	-6.049872	-13.902894	NaN	1800.976560	
18	-6.151289	-13.899908	NaN	1800.976560	
19	-6.256215	-13.889376	NaN	1800.976560	
20	-6.361351	-13.870862	NaN	1800.976560	
21	-6.462193	-13.844656	NaN	1800.976560	
22	-6.555049	-13.811792	NaN	1800.976560	
23	-6.637659	-13.773281	NaN	1800.976560	
24	-6.710176	-13.729623	NaN	1800.976560	
25	-6.775121	-13.681413	NaN	1800.976560	
26	-6.834295	-13.630237	NaN	1800.976560	
27	-6.885945	-13.578785	NaN	1800.976560	
28	-6.925792	-13.530171	NaN	1800.976560	
29	-6.949956	-13.487569	NaN	1800.976560	
30	-6.956470	-13.454671	NaN	1800.976560	
31	-6.945741	-13.435629	NaN	1800.976560	
32	-6.921147	-13.433595	NaN	1800.976560	
33	-6.888629	-13.449215	NaN	1800.976560	
34	-6.854702	-13.480664	NaN	1800.976560	
35	-6.824780	-13.524941	NaN	1800.976560	
36	-6.802888	-13.578820	NaN	1800.976560	
37	-6.791885	-13.638942	NaN	1800.976560	
38	-6.793618	-13.701895	NaN	1800.976560	
39	-6.809022	-13.764841	NaN	1800.976560	
40	-6.838164	-13.825901	NaN	1800.976560	
41	-6.880240	-13.883458	NaN	1800.976560	
42	-6.933511	-13.935483	NaN	1800.976560	
43	-6.995198	-13.979952	NaN	1800.976560	
44	-7.061301	-14.015558	NaN	1800.976560	
45	-7.126948	-14.041894	NaN	1800.976560	
46	-7.187833	-14.059413	NaN	1800.976560	
47	-7.241405	-14.069431	NaN	1800.976560	
48	-7.286413	-14.073907	NaN	1800.976560	
49	-7.321950	-14.074409	NaN	1800.976560	
50	-7.347374	-14.070797	NaN	1800.976560	
51	-7.363122	-14.061212	NaN	1800.976560	
52	-7.371292	-14.043384	NaN	1800.976560	
53	-7.375162	-14.015645	NaN	1800.976560	
54	-7.378482	-13.977138	NaN	1800.976560	
55	-7.385082	-13.927789	NaN	1800.976560	
56	-7.398198	-13.868330	NaN	1800.976560	
57	-7.419473	-13.800361	NaN	1800.976560	
58	-7.448168	-13.726474	NaN	1800.976560	
59	-7.481690	-13.650139	NaN	1800.976560	
60	-7.517459	-13.574807	NaN	1800.976560	
61	-7.553914	-13.502729	NaN	1800.976560	
62	-7.590413	-13.435114	NaN	1800.976560	
63	-7.627467	-13.373078	NaN	1800.976560	
64	-7.666452	-13.317177	NaN	1800.976560	
65	-7.708217	-13.266637	NaN	1800.976560	
66	-7.751946	-13.220188	NaN	1800.976560	
67	-7.795091	-13.176872	NaN	1800.976560	
68	-7.834087	-13.136024	NaN	1800.976560	
69	-7.865293	-13.097826	NaN	1800.976560	
70	-7.885948	-13.064180	NaN	1800.976560	
71	-7.894873	-13.038547	NaN	1800.976560	
72	-7.892689	-13.023900	NaN	1800.976560	
73	-7.881267	-13.020095	NaN	1800.976560	
74	-7.862092	-13.023871	NaN	1800.976560	
75	-7.834901	-13.031485	NaN	1800.976560	
76	-7.798264	-13.040487	NaN	1800.976560	
77	-7.751253	-13.049305	NaN	1800.976560	
78	-7.694284	-13.056611	NaN	1800.976560	
79	-7.628597	-13.061802	NaN	1800.976560	
80	-7.555479	-13.065805	NaN	1800.976560	
81	-7.476089	-13.071126	NaN	1800.976560	
82	-7.391556	-13.080847	NaN	1800.976560	
83	-7.302796	-13.097099	NaN	1800.976560	
84	-7.210040	-13.120325	NaN	1800.976560	
85	-7.112891	-13.149851	NaN	1800.976560	
86	-7.010659	-13.184677	NaN	1800.976560	
87	-6.902095	-13.223687	NaN	1800.976560	
88	-6.785677	-13.265572	NaN	1800.976560	
89	-6.660763	-13.309025	NaN	1800.976560	
90	-6.527912	-13.353482	NaN	1800.976560	
91	-6.388416	-13.399630	NaN	1800.976560	
92	-6.243872	-13.448576	NaN	1800.976560	
93	-6.095769	-13.500470	NaN	1800.976560	
94	-5.945941	-13.554488	NaN	1800.976560	
95	-5.797905	-13.609872	NaN	1800.976560	
96	-5.657416	-13.666142	NaN	1800.976560	
97	-5.531695	-13.722477	NaN	1800.976560	
98	-5.427567	-13.777358	NaN	1800.976560	
99	-5.349576	-13.828461	NaN	1800.976560	
100	-5.299696	-13.872504	NaN	1800.976560	
101	-5.278060	-13.905609	NaN	1800.976560	
102	-5.282704	-13.924766	NaN	1800.976560	
103	-5.308332	-13.929057	NaN	1800.976560	
104	-5.346913	-13.919318	NaN	1800.976560	
105	-5.391013	-13.897341	NaN	1800.976560	
106	-5.436284	-13.865690	NaN	1800.976560	
107	-5.480931	-13.827838	NaN	1800.976560	
108	-5.524152	-13.787807	NaN	1800.976560	
109	-5.565781	-13.748707	NaN	1800.976560	
110	-5.606547	-13.711802	NaN	1800.976560	
111	-5.647500	-13.677714	NaN	1800.976560	
112	-5.689178	-13.648153	NaN	1800.976560	
113	-5.731030	-13.626311	NaN	1800.976560	
114	-5.770788	-13.615911	NaN	1800.976560	
115	-5.804902	-13.619735	NaN	1800.976560	
116	-5.830358	-13.638645	NaN	1800.976560	
117	-5.845659	-13.671627	NaN	1800.976560	
118	-5.850445	-13.716567	NaN	1800.976560	
119	-5.845182	-13.770963	NaN	1800.976560	
120	-5.831464	-13.832335	NaN	1800.976560	
121	-5.812676	-13.898623	NaN	1800.976560	
122	-5.793597	-13.968049	NaN	1800.976560	
123	-5.778627	-14.038707	NaN	1800.976560	
124	-5.771155	-14.108983	NaN	1800.976560	
125	-5.774603	-14.177993	NaN	1800.976560	
126	-5.792314	-14.244932	NaN	1800.976560	
127	-5.825408	-14.308434	NaN	1800.976560	
128	-5.871385	-14.367021	NaN	1800.976560	
129	-5.925424	-14.419830	NaN	1800.976560	
130	-5.982994	-14.466810	NaN	1800.976560	
131	-6.041905	-14.508413	NaN	1800.976560	
132	-6.102444	-14.545021	NaN	1800.976560	
133	-6.164767	-14.577224	NaN	1800.976560	
134	-6.226269	-14.606944	NaN	1800.976560	
135	-6.282279	-14.637229	NaN	1800.976560	
136	-6.328101	-14.670154	NaN	1800.976560	
137	-6.360182	-14.705499	NaN	1800.976560	
138	-6.377636	-14.741844	NaN	1800.976560	
139	-6.383337	-14.778150	NaN	1800.976560	
140	-6.382316	-14.813965	NaN	1800.976560	
141	-6.378556	-14.848543	NaN	1800.976560	
142	-6.373452	-14.880222	NaN	1800.976560	
143	-6.367046	-14.906877	NaN	1800.976560	
144	-6.359755	-14.926920	NaN	1800.976560	
145	-6.352976	-14.940318	NaN	1800.976560	
146	-6.348869	-14.948859	NaN	1800.976560	
147	-6.349896	-14.954837	NaN	1800.976560	
148	-6.358942	-14.959479	NaN	1800.976560	
149	-6.379751	-14.962445	NaN	1800.976560	
150	-6.416528	-14.962089	NaN	1800.976560	
151	-6.473268	-14.956212	NaN	1800.976560	
152	-6.553652	-14.942791	NaN	1800.976560	
153	-6.660610	-14.920165	NaN	1800.976560	
154	-6.794692	-14.886959	NaN	1800.976560	
155	-6.952877	-14.842029	NaN	1800.976560	
156	-7.129486	-14.784425	NaN	1800.976560	
157	-7.317827	-14.713654	NaN	1800.976560	
158	-7.511186	-14.630528	NaN	1800.976560	
159	-7.703243	-14.537808	NaN	1800.976560	
160	-7.887927	-14.439555	NaN	1800.976560	
161	-8.058989	-14.339712	NaN	1800.976560	
162	-8.210158	-14.241522	NaN	1800.976560	
163	-8.336446	-14.148030	NaN	1800.976560	
164	-8.435252	-14.062019	NaN	1800.976560	
165	-8.505861	-13.985083	NaN	1800.976560	
166	-8.548199	-13.917487	NaN	1800.976560	
167	-8.561626	-13.858501	NaN	1800.976560	
168	-8.544306	-13.805851	NaN	1800.976560	
169	-8.493683	-13.755081	NaN	1800.976560	
170	-8.406939	-13.700201	NaN	1800.976560	
171	-8.280597	-13.635101	NaN	1800.976560	
172	-8.110402	-13.554401	NaN	1800.976560	
173	-7.891478	-13.453496	NaN	1800.976560	
174	-7.618187	-13.328386	NaN	1800.976560	
175	-7.284850	-13.175532	NaN	1800.976560	
176	-6.887077	-12.991760	NaN	1800.976560	
177	-6.422329	-12.774198	NaN	1800.976560	
178	-5.889754	-12.520247	NaN	1800.976560	
179	-5.289851	-12.227585	NaN	1800.976560	
180	-4.624834	-11.894211	NaN	1800.976560	
181	-3.899106	-11.518528	NaN	1800.976560	
