LIMS	// User ID
11-12-2017	// Evaluation date
P024__1__[321-16-35-26]	17-11-2017	16:35:16:262	// Source file name and timestamp
2000.000	// Sampling rate
10.000	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	-6.462911	667.404175	NaN	NaN	182.957427	289.942592	NaN	NaN	NaN	
1	-6.442756	667.452802	NaN	NaN	182.936587	289.958068	NaN	NaN	NaN	
2	-6.430211	667.499945	NaN	NaN	182.918195	289.976065	NaN	NaN	NaN	
3	-6.424589	667.546929	NaN	NaN	182.901757	289.996095	NaN	NaN	NaN	
4	-6.423026	667.593578	NaN	NaN	182.886682	290.017305	NaN	NaN	NaN	
5	-6.422361	667.639014	NaN	NaN	182.872472	290.038738	NaN	NaN	NaN	
6	-6.420129	667.682989	NaN	NaN	182.858648	290.059817	NaN	NaN	NaN	
7	-6.414441	667.726121	NaN	NaN	182.844699	290.080402	NaN	NaN	NaN	
8	-6.404468	667.769336	NaN	NaN	182.830133	290.100562	NaN	NaN	NaN	
9	-6.390979	667.813611	NaN	NaN	182.814496	290.120453	NaN	NaN	NaN	
10	-6.375808	667.859994	NaN	NaN	182.797357	290.140317	NaN	NaN	NaN	
11	-6.361092	667.909631	NaN	NaN	182.778297	290.160478	NaN	NaN	NaN	
12	-6.349094	667.963788	NaN	NaN	182.756901	290.181349	NaN	NaN	NaN	
13	-6.342331	668.023614	NaN	NaN	182.732778	290.203331	NaN	NaN	NaN	
14	-6.343411	668.089315	NaN	NaN	182.705664	290.226501	NaN	NaN	NaN	
15	-6.354022	668.159574	NaN	NaN	182.675482	290.250385	NaN	NaN	NaN	
16	-6.373280	668.232281	NaN	NaN	182.642263	290.274241	NaN	NaN	NaN	
17	-6.397393	668.305783	NaN	NaN	182.605988	290.297550	NaN	NaN	NaN	
18	-6.422054	668.379039	NaN	NaN	182.566579	290.320075	NaN	NaN	NaN	
19	-6.445093	668.450959	NaN	NaN	182.523983	290.341622	NaN	NaN	NaN	
20	-6.466354	668.520025	NaN	NaN	182.478226	290.361911	NaN	NaN	NaN	
21	-6.486522	668.584455	NaN	NaN	182.429413	290.380657	NaN	NaN	NaN	
22	-6.507140	668.642624	NaN	NaN	182.377685	290.397751	NaN	NaN	NaN	
23	-6.530678	668.693227	NaN	NaN	182.323231	290.413154	NaN	NaN	NaN	
24	-6.560062	668.735737	NaN	NaN	182.266256	290.426491	NaN	NaN	NaN	
25	-6.598231	668.771464	NaN	NaN	182.206893	290.437045	NaN	NaN	NaN	
26	-6.647403	668.803597	NaN	NaN	182.145246	290.444116	NaN	NaN	NaN	
27	-6.708290	668.835939	NaN	NaN	182.081603	290.447055	NaN	NaN	NaN	
28	-6.780111	668.872241	NaN	NaN	182.016585	290.445103	NaN	NaN	NaN	
29	-6.861374	668.916364	NaN	NaN	181.951117	290.437556	NaN	NaN	NaN	
30	-6.950336	668.971894	NaN	NaN	181.886256	290.423924	NaN	NaN	NaN	
31	-7.044579	669.041731	NaN	NaN	181.823038	290.403690	NaN	NaN	NaN	
32	-7.140829	669.127921	NaN	NaN	181.762387	290.376194	NaN	NaN	NaN	
33	-7.235318	669.231154	NaN	NaN	181.705056	290.341000	NaN	NaN	NaN	
34	-7.324106	669.351304	NaN	NaN	181.651634	290.298105	NaN	NaN	NaN	
35	-7.403696	669.488200	NaN	NaN	181.602614	290.247678	NaN	NaN	NaN	
36	-7.471664	669.640981	NaN	NaN	181.558309	290.190076	NaN	NaN	NaN	
37	-7.526783	669.806850	NaN	NaN	181.518604	290.126281	NaN	NaN	NaN	
38	-7.568915	669.979440	NaN	NaN	181.482830	290.057841	NaN	NaN	NaN	
39	-7.598972	670.148954	NaN	NaN	181.449895	289.986193	NaN	NaN	NaN	
40	-7.618648	670.305486	NaN	NaN	181.418640	289.912261	NaN	NaN	NaN	
41	-7.629615	670.441498	NaN	NaN	181.388173	289.836709	NaN	NaN	NaN	
42	-7.633023	670.551907	NaN	NaN	181.357992	289.760243	NaN	NaN	NaN	
43	-7.630125	670.634307	NaN	NaN	181.327913	289.683500	NaN	NaN	NaN	
44	-7.622625	670.689059	NaN	NaN	181.297938	289.607038	NaN	NaN	NaN	
45	-7.611614	670.717580	NaN	NaN	181.268054	289.531779	NaN	NaN	NaN	
46	-7.597048	670.720423	NaN	NaN	181.237950	289.459157	NaN	NaN	NaN	
47	-7.578622	670.697563	NaN	NaN	181.206991	289.390541	NaN	NaN	NaN	
48	-7.556338	670.649794	NaN	NaN	181.174566	289.326676	NaN	NaN	NaN	
49	-7.530517	670.579346	NaN	NaN	181.140434	289.267573	NaN	NaN	NaN	
50	-7.501831	670.489740	NaN	NaN	181.104768	289.212649	NaN	NaN	NaN	
51	-7.471925	670.385172	NaN	NaN	181.067965	289.161012	NaN	NaN	NaN	
52	-7.444097	670.269660	NaN	NaN	181.030508	289.111630	NaN	NaN	NaN	
53	-7.422037	670.146465	NaN	NaN	180.992999	289.063187	NaN	NaN	NaN	
54	-7.407724	670.018610	NaN	NaN	180.956185	289.014156	NaN	NaN	NaN	
55	-7.400673	669.889944	NaN	NaN	180.920812	288.963281	NaN	NaN	NaN	
56	-7.398206	669.764575	NaN	NaN	180.887468	288.909820	NaN	NaN	NaN	
57	-7.395903	669.645197	NaN	NaN	180.856542	288.853397	NaN	NaN	NaN	
58	-7.387668	669.532741	NaN	NaN	180.828229	288.794006	NaN	NaN	NaN	
59	-7.366294	669.426777	NaN	NaN	180.802525	288.732148	NaN	NaN	NaN	
60	-7.325702	669.325282	NaN	NaN	180.779379	288.668584	NaN	NaN	NaN	
61	-7.263245	669.224604	NaN	NaN	180.758922	288.603810	NaN	NaN	NaN	
62	-7.179893	669.120184	NaN	NaN	180.741388	288.537832	NaN	NaN	NaN	
