LIMS	// User ID
11-12-2017	// Evaluation date
P023__2__[321-16-12-51]	17-11-2017	16:12:46:041	// Source file name and timestamp
2000.000	// Sampling rate
5.078	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	480.803840	-4.869427	-238.388430	311.496159	NaN	NaN	NaN	NaN	0.000000	
1	480.854051	-4.889733	-238.434808	311.501246	NaN	NaN	NaN	NaN	0.000000	
2	480.893069	-4.905947	-238.477228	311.503434	NaN	NaN	NaN	NaN	0.000000	
3	480.925065	-4.919320	-238.516432	311.503444	NaN	NaN	NaN	NaN	0.000000	
4	480.953046	-4.929996	-238.552897	311.501240	NaN	NaN	NaN	NaN	0.000000	
5	480.979277	-4.937010	-238.586899	311.495886	NaN	NaN	NaN	NaN	0.000000	
6	481.006238	-4.939632	-238.618722	311.486204	NaN	NaN	NaN	NaN	0.000000	
7	481.035870	-4.937046	-238.648432	311.471462	NaN	NaN	NaN	NaN	0.000000	
8	481.069074	-4.927468	-238.675730	311.451344	NaN	NaN	NaN	NaN	0.000000	
9	481.106607	-4.909459	-238.700272	311.426081	NaN	NaN	NaN	NaN	0.000000	
10	481.149673	-4.883817	-238.722241	311.397041	NaN	NaN	NaN	NaN	0.000000	
11	481.200249	-4.853066	-238.742707	311.366670	NaN	NaN	NaN	NaN	0.000000	
12	481.261154	-4.819644	-238.763368	311.337467	NaN	NaN	NaN	NaN	0.000000	
13	481.335011	-4.785201	-238.785881	311.311284	NaN	NaN	NaN	NaN	0.000000	
14	481.423470	-4.750424	-238.811570	311.289586	NaN	NaN	NaN	NaN	0.000000	
15	481.527243	-4.715089	-238.841478	311.273830	NaN	NaN	NaN	NaN	0.000000	
16	481.645804	-4.679198	-238.876338	311.265125	NaN	NaN	NaN	NaN	0.000000	
17	481.777289	-4.643553	-238.916584	311.263423	NaN	NaN	NaN	NaN	0.000000	
18	481.918912	-4.608982	-238.962497	311.267236	NaN	NaN	NaN	NaN	0.000000	
19	482.067030	-4.575844	-239.014115	311.274567	NaN	NaN	NaN	NaN	0.000000	
20	482.216877	-4.543786	-239.070745	311.284252	NaN	NaN	NaN	NaN	0.000000	
21	482.362516	-4.511470	-239.130673	311.296039	NaN	NaN	NaN	NaN	0.000000	
22	482.497609	-4.477081	-239.191622	311.309690	NaN	NaN	NaN	NaN	0.000000	
23	482.616737	-4.439101	-239.251479	311.324644	NaN	NaN	NaN	NaN	0.000000	
24	482.716202	-4.396530	-239.308578	311.340261	NaN	NaN	NaN	NaN	0.000000	
25	482.794053	-4.348861	-239.361647	311.355916	NaN	NaN	NaN	NaN	0.000000	
26	482.849642	-4.296363	-239.409786	311.371106	NaN	NaN	NaN	NaN	0.000000	
27	482.882678	-4.240963	-239.452641	311.385860	NaN	NaN	NaN	NaN	0.000000	
28	482.892597	-4.186649	-239.490513	311.401026	NaN	NaN	NaN	NaN	0.000000	
29	482.879098	-4.138034	-239.524183	311.418007	NaN	NaN	NaN	NaN	0.000000	
30	482.842977	-4.098374	-239.554685	311.438380	NaN	NaN	NaN	NaN	0.000000	
31	482.786473	-4.069203	-239.583247	311.463816	NaN	NaN	NaN	NaN	0.000000	
32	482.713106	-4.050996	-239.611269	311.496008	NaN	NaN	NaN	NaN	0.000000	
33	482.627029	-4.043768	-239.640165	311.536321	NaN	NaN	NaN	NaN	0.000000	
34	482.532410	-4.047647	-239.671212	311.585419	NaN	NaN	NaN	NaN	0.000000	
35	482.432833	-4.062882	-239.705382	311.643140	NaN	NaN	NaN	NaN	0.000000	
36	482.330090	-4.089299	-239.743030	311.708618	NaN	NaN	NaN	NaN	0.000000	
37	482.224049	-4.125717	-239.783815	311.780643	NaN	NaN	NaN	NaN	0.000000	
