LIMS	// User ID
11-12-2017	// Evaluation date
P030__21__[321-19-24-43]	17-11-2017	19:24:39:244	// Source file name and timestamp
2000.000	// Sampling rate
4.723	// Data capture period

Sample #	Left_FP	Right_FP	Symmetry_GRF	Max_vGRF	
0	-6.101400	-12.778404	NaN	2073.532916	
1	-6.126580	-12.733929	NaN	2073.532916	
2	-6.143123	-12.682346	NaN	2073.532916	
3	-6.151650	-12.625557	NaN	2073.532916	
4	-6.153254	-12.567076	NaN	2073.532916	
5	-6.148689	-12.510836	NaN	2073.532916	
6	-6.137537	-12.460310	NaN	2073.532916	
7	-6.118193	-12.417312	NaN	2073.532916	
8	-6.088655	-12.381844	NaN	2073.532916	
9	-6.047304	-12.353520	NaN	2073.532916	
10	-5.993415	-12.331851	NaN	2073.532916	
11	-5.928011	-12.315674	NaN	2073.532916	
12	-5.854240	-12.303950	NaN	2073.532916	
13	-5.776129	-12.296004	NaN	2073.532916	
14	-5.697386	-12.289814	NaN	2073.532916	
15	-5.621926	-12.281362	NaN	2073.532916	
16	-5.554979	-12.266670	NaN	2073.532916	
17	-5.503108	-12.244410	NaN	2073.532916	
18	-5.472273	-12.216402	NaN	2073.532916	
19	-5.464987	-12.185484	NaN	2073.532916	
20	-5.479311	-12.153707	NaN	2073.532916	
21	-5.509911	-12.123025	NaN	2073.532916	
22	-5.549514	-12.095962	NaN	2073.532916	
23	-5.590835	-12.074924	NaN	2073.532916	
24	-5.628494	-12.062055	NaN	2073.532916	
25	-5.659010	-12.059635	NaN	2073.532916	
26	-5.679449	-12.069362	NaN	2073.532916	
27	-5.687265	-12.090763	NaN	2073.532916	
28	-5.681595	-12.120601	NaN	2073.532916	
29	-5.664367	-12.154102	NaN	2073.532916	
30	-5.639825	-12.186655	NaN	2073.532916	
31	-5.612153	-12.215239	NaN	2073.532916	
32	-5.583972	-12.239375	NaN	2073.532916	
33	-5.557926	-12.260242	NaN	2073.532916	
34	-5.538279	-12.278484	NaN	2073.532916	
35	-5.529695	-12.293106	NaN	2073.532916	
36	-5.534605	-12.302261	NaN	2073.532916	
37	-5.552176	-12.304538	NaN	2073.532916	
38	-5.579712	-12.299172	NaN	2073.532916	
39	-5.613374	-12.285723	NaN	2073.532916	
40	-5.647676	-12.264338	NaN	2073.532916	
41	-5.676354	-12.235763	NaN	2073.532916	
42	-5.693754	-12.200838	NaN	2073.532916	
43	-5.695112	-12.160276	NaN	2073.532916	
44	-5.676596	-12.114719	NaN	2073.532916	
45	-5.635973	-12.064796	NaN	2073.532916	
46	-5.573094	-12.011464	NaN	2073.532916	
47	-5.489327	-11.956642	NaN	2073.532916	
48	-5.387093	-11.903065	NaN	2073.532916	
49	-5.270615	-11.853053	NaN	2073.532916	
50	-5.146766	-11.807819	NaN	2073.532916	
51	-5.024044	-11.768125	NaN	2073.532916	
52	-4.909616	-11.734904	NaN	2073.532916	
53	-4.807437	-11.708771	NaN	2073.532916	
54	-4.719395	-11.689518	NaN	2073.532916	
55	-4.647475	-11.676956	NaN	2073.532916	
56	-4.594787	-11.672320	NaN	2073.532916	
57	-4.564606	-11.678052	NaN	2073.532916	
58	-4.558842	-11.695977	NaN	2073.532916	
59	-4.578440	-11.726543	NaN	2073.532916	
60	-4.624298	-11.769393	NaN	2073.532916	
61	-4.695856	-11.823054	NaN	2073.532916	
62	-4.789023	-11.884829	NaN	2073.532916	
63	-4.896791	-11.952315	NaN	2073.532916	
64	-5.012003	-12.024078	NaN	2073.532916	
65	-5.129231	-12.098704	NaN	2073.532916	
66	-5.245014	-12.174404	NaN	2073.532916	
67	-5.357323	-12.249156	NaN	2073.532916	
68	-5.464810	-12.320280	NaN	2073.532916	
69	-5.566961	-12.384535	NaN	2073.532916	
70	-5.664581	-12.439314	NaN	2073.532916	
71	-5.758037	-12.483313	NaN	2073.532916	
72	-5.844913	-12.515873	NaN	2073.532916	
73	-5.920983	-12.536357	NaN	2073.532916	
74	-5.983119	-12.544661	NaN	2073.532916	
75	-6.030814	-12.541758	NaN	2073.532916	
76	-6.066124	-12.529172	NaN	2073.532916	
77	-6.092581	-12.508229	NaN	2073.532916	
78	-6.113624	-12.480120	NaN	2073.532916	
79	-6.131593	-12.446822	NaN	2073.532916	
80	-6.147553	-12.411485	NaN	2073.532916	
81	-6.161618	-12.377499	NaN	2073.532916	
82	-6.174102	-12.347839	NaN	2073.532916	
83	-6.186967	-12.325238	NaN	2073.532916	
84	-6.203338	-12.311502	NaN	2073.532916	
85	-6.224766	-12.306215	NaN	2073.532916	
86	-6.249854	-12.307004	NaN	2073.532916	
87	-6.275904	-12.311669	NaN	2073.532916	
88	-6.300786	-12.319744	NaN	2073.532916	
89	-6.323391	-12.331634	NaN	2073.532916	
90	-6.343560	-12.346393	NaN	2073.532916	
91	-6.361486	-12.361112	NaN	2073.532916	
92	-6.376271	-12.372717	NaN	2073.532916	
93	-6.385289	-12.379771	NaN	2073.532916	
94	-6.385206	-12.382951	NaN	2073.532916	
95	-6.372955	-12.384798	NaN	2073.532916	
96	-6.345874	-12.388726	NaN	2073.532916	
97	-6.301870	-12.397509	NaN	2073.532916	
98	-6.240194	-12.412297	NaN	2073.532916	
99	-6.162012	-12.432672	NaN	2073.532916	
100	-6.069631	-12.457454	NaN	2073.532916	
101	-5.965224	-12.485748	NaN	2073.532916	
102	-5.850708	-12.517728	NaN	2073.532916	
103	-5.728480	-12.554342	NaN	2073.532916	
104	-5.601898	-12.596225	NaN	2073.532916	
105	-5.475231	-12.643426	NaN	2073.532916	
106	-5.353380	-12.695944	NaN	2073.532916	
107	-5.241620	-12.753701	NaN	2073.532916	
108	-5.144502	-12.815383	NaN	2073.532916	
109	-5.064412	-12.877221	NaN	2073.532916	
110	-5.002048	-12.933604	NaN	2073.532916	
111	-4.957938	-12.978999	NaN	2073.532916	
112	-4.932510	-13.009320	NaN	2073.532916	
113	-4.924409	-13.022532	NaN	2073.532916	
114	-4.929292	-13.018534	NaN	2073.532916	
115	-4.941059	-12.998585	NaN	2073.532916	
116	-4.954139	-12.964809	NaN	2073.532916	
117	-4.964362	-12.919475	NaN	2073.532916	
118	-4.968447	-12.864571	NaN	2073.532916	
119	-4.964128	-12.802492	NaN	2073.532916	
120	-4.951478	-12.736751	NaN	2073.532916	
121	-4.933776	-12.671354	NaN	2073.532916	
122	-4.916243	-12.609365	NaN	2073.532916	
123	-4.903138	-12.552256	NaN	2073.532916	
124	-4.896540	-12.500861	NaN	2073.532916	
125	-4.897904	-12.456849	NaN	2073.532916	
126	-4.908999	-12.422842	NaN	2073.532916	
127	-4.930846	-12.401175	NaN	2073.532916	
128	-4.962893	-12.392910	NaN	2073.532916	
129	-5.003553	-12.397906	NaN	2073.532916	
130	-5.051258	-12.415657	NaN	2073.532916	
131	-5.105220	-12.445541	NaN	2073.532916	
132	-5.165074	-12.485660	NaN	2073.532916	
133	-5.229672	-12.532166	NaN	2073.532916	
134	-5.296992	-12.580167	NaN	2073.532916	
135	-5.365144	-12.624847	NaN	2073.532916	
136	-5.432528	-12.662323	NaN	2073.532916	
137	-5.497711	-12.689974	NaN	2073.532916	
138	-5.559887	-12.705736	NaN	2073.532916	
139	-5.617934	-12.707695	NaN	2073.532916	
140	-5.668877	-12.695108	NaN	2073.532916	
141	-5.708572	-12.668637	NaN	2073.532916	
142	-5.733478	-12.628998	NaN	2073.532916	
143	-5.741904	-12.577006	NaN	2073.532916	
144	-5.734486	-12.515046	NaN	2073.532916	
145	-5.713342	-12.446940	NaN	2073.532916	
146	-5.680749	-12.377060	NaN	2073.532916	
147	-5.638975	-12.310304	NaN	2073.532916	
148	-5.590417	-12.251270	NaN	2073.532916	
149	-5.536588	-12.202566	NaN	2073.532916	
150	-5.477651	-12.164695	NaN	2073.532916	
151	-5.413324	-12.137513	NaN	2073.532916	
152	-5.343189	-12.121361	NaN	2073.532916	
153	-5.266427	-12.117381	NaN	2073.532916	
154	-5.182390	-12.127022	NaN	2073.532916	
155	-5.091489	-12.150717	NaN	2073.532916	
156	-4.995553	-12.187619	NaN	2073.532916	
157	-4.897973	-12.237500	NaN	2073.532916	
158	-4.803359	-12.302119	NaN	2073.532916	
159	-4.715808	-12.383597	NaN	2073.532916	
160	-4.637152	-12.481686	NaN	2073.532916	
