LIMS	// User ID
11-12-2017	// Evaluation date
P023__4__[321-16-14-4]	17-11-2017	16:14:00:201	// Source file name and timestamp
2000.000	// Sampling rate
4.615	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	235.319247	229.880389	-177.032742	301.900806	144.952475	291.045175	-17.922371	296.536449	0.000000	
1	235.268706	229.868740	-177.022700	301.809498	144.938439	291.012626	-17.911018	296.473734	0.000000	
2	235.229178	229.854147	-177.013757	301.726477	144.922993	290.983985	-17.905715	296.417307	0.000000	
3	235.200899	229.835120	-177.007112	301.651271	144.904847	290.960681	-17.908310	296.367652	0.000000	
4	235.183740	229.810202	-177.001852	301.583992	144.882550	290.944374	-17.919523	296.325660	0.000000	
5	235.176925	229.778750	-176.995933	301.525098	144.855199	290.936227	-17.938726	296.292131	0.000000	
6	235.179297	229.741202	-176.987858	301.475156	144.822665	290.936690	-17.964677	296.267556	0.000000	
7	235.190702	229.699116	-176.977392	301.434638	144.785603	290.945535	-17.996333	296.252038	0.000000	
8	235.212559	229.655268	-176.965371	301.403387	144.745510	290.961836	-18.032887	296.245024	0.000000	
9	235.246481	229.613541	-176.953276	301.380325	144.704568	290.984198	-18.073198	296.245249	0.000000	
10	235.292612	229.577746	-176.942931	301.363386	144.664803	291.011470	-18.115901	296.251058	0.000000	
11	235.349614	229.549599	-176.936296	301.350027	144.627080	291.043128	-18.160497	296.260871	0.000000	
12	235.416299	229.528268	-176.935011	301.338906	144.591279	291.078612	-18.207761	296.273727	0.000000	
13	235.492691	229.512033	-176.940111	301.331027	144.557228	291.116790	-18.258910	296.289594	0.000000	
14	235.578831	229.499326	-176.952454	301.328588	144.524819	291.156541	-18.314994	296.309049	0.000000	
15	235.673577	229.488665	-176.973126	301.333903	144.493713	291.197257	-18.376858	296.332970	0.000000	
16	235.775935	229.478872	-177.003027	301.350418	144.463602	291.238516	-18.445182	296.362897	0.000000	
17	235.886974	229.469013	-177.041947	301.382614	144.434214	291.280031	-18.520688	296.400988	0.000000	
18	236.009231	229.458085	-177.087798	301.432673	144.405056	291.321894	-18.603771	296.448435	0.000000	
19	236.144468	229.445529	-177.136598	301.498173	144.375931	291.363993	-18.693305	296.503989	0.000000	
20	236.292528	229.431766	-177.183559	301.573712	144.347451	291.405427	-18.786352	296.564466	0.000000	
21	236.451821	229.417672	-177.224497	301.653553	144.320583	291.444989	-18.879457	296.626341	0.000000	
22	236.620016	229.404062	-177.256555	301.732790	144.296190	291.481638	-18.969657	296.686579	0.000000	
23	236.794116	229.392030	-177.278252	301.807347	144.275354	291.514139	-19.054257	296.742461	0.000000	
24	236.970204	229.382724	-177.289381	301.873729	144.259186	291.541262	-19.130867	296.791550	0.000000	
25	237.143712	229.376292	-177.290796	301.929393	144.247864	291.562813	-19.198228	296.832403	0.000000	
26	237.311108	229.371902	-177.283796	301.974062	144.240646	291.579606	-19.256460	296.865249	0.000000	
27	237.471627	229.369096	-177.269544	302.009986	144.237137	291.592099	-19.306253	296.891449	0.000000	
28	237.626263	229.368611	-177.249092	302.039951	144.238041	291.599576	-19.347879	296.912069	0.000000	
29	237.774549	229.371582	-177.223535	302.065309	144.244428	291.600933	-19.380816	296.927237	0.000000	
30	237.912709	229.378196	-177.194002	302.085428	144.256495	291.596014	-19.404209	296.936509	0.000000	
31	238.034816	229.387699	-177.161892	302.097373	144.273576	291.585598	-19.417367	296.938717	0.000000	
32	238.135295	229.399758	-177.128962	302.095786	144.295386	291.570054	-19.419573	296.931253	0.000000	
33	238.211165	229.415272	-177.096922	302.075267	144.322772	291.548529	-19.409972	296.910900	0.000000	
34	238.263268	229.435573	-177.067090	302.034492	144.356968	291.519748	-19.388459	296.876352	0.000000	
35	238.295399	229.461085	-177.040752	301.977023	144.398347	291.483363	-19.356643	296.829287	0.000000	
36	238.312446	229.491329	-177.019581	301.908276	144.446425	291.439941	-19.317431	296.772806	0.000000	
37	238.319747	229.526007	-177.005092	301.833780	144.500839	291.389912	-19.273677	296.709999	0.000000	
38	238.322482	229.564964	-176.998079	301.760368	144.561300	291.333610	-19.227726	296.644568	0.000000	
39	238.323620	229.607042	-176.998780	301.697114	144.626515	291.272437	-19.181739	296.581871	0.000000	
40	238.322624	229.649997	-177.006733	301.653776	144.694091	291.208960	-19.137255	296.528152	0.000000	
41	238.316864	229.691760	-177.020603	301.638119	144.761661	291.145688	-19.094593	296.488588	0.000000	
42	238.304083	229.731147	-177.038826	301.654907	144.827493	291.084408	-19.053457	296.466467	0.000000	
43	238.283727	229.767216	-177.060299	301.706470	144.889849	291.026866	-19.014278	296.463830	0.000000	
44	238.256929	229.798631	-177.084307	301.792803	144.946340	290.975451	-18.978714	296.481868	0.000000	
45	238.225709	229.824139	-177.109828	301.910646	144.994286	290.932791	-18.948681	296.520246	0.000000	
