LIMS	// User ID
11-12-2017	// Evaluation date
P022__2__[321-15-48-42]	17-11-2017	15:48:39:010	// Source file name and timestamp
2000.000	// Sampling rate
3.500	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	423.447323	-1.224325	-211.558802	306.917461	NaN	NaN	NaN	NaN	0.000000	
1	423.523795	-1.203864	-211.547503	306.905958	NaN	NaN	NaN	NaN	0.000000	
2	423.614881	-1.176326	-211.545493	306.888864	NaN	NaN	NaN	NaN	0.000000	
3	423.716544	-1.144447	-211.552261	306.869488	NaN	NaN	NaN	NaN	0.000000	
4	423.825175	-1.111541	-211.566577	306.850587	NaN	NaN	NaN	NaN	0.000000	
5	423.939371	-1.081119	-211.586937	306.833360	NaN	NaN	NaN	NaN	0.000000	
6	424.060086	-1.056253	-211.611754	306.817352	NaN	NaN	NaN	NaN	0.000000	
7	424.189453	-1.038904	-211.639565	306.801111	NaN	NaN	NaN	NaN	0.000000	
8	424.329085	-1.029756	-211.669390	306.783116	NaN	NaN	NaN	NaN	0.000000	
9	424.478924	-1.028261	-211.700966	306.762372	NaN	NaN	NaN	NaN	0.000000	
10	424.637149	-1.032898	-211.734715	306.738701	NaN	NaN	NaN	NaN	0.000000	
11	424.800570	-1.041938	-211.771248	306.713396	NaN	NaN	NaN	NaN	0.000000	
12	424.964949	-1.054191	-211.810541	306.689619	NaN	NaN	NaN	NaN	0.000000	
13	425.126411	-1.069225	-211.851806	306.670925	NaN	NaN	NaN	NaN	0.000000	
14	425.283751	-1.087334	-211.894135	306.658995	NaN	NaN	NaN	NaN	0.000000	
15	425.438556	-1.109544	-211.936695	306.653237	NaN	NaN	NaN	NaN	0.000000	
16	425.592882	-1.137373	-211.978572	306.652092	NaN	NaN	NaN	NaN	0.000000	
17	425.747244	-1.172055	-212.018878	306.654436	NaN	NaN	NaN	NaN	0.000000	
18	425.900830	-1.213742	-212.056948	306.660345	NaN	NaN	NaN	NaN	0.000000	
19	426.053098	-1.261492	-212.092521	306.670758	NaN	NaN	NaN	NaN	0.000000	
20	426.203940	-1.314038	-212.125631	306.686699	NaN	NaN	NaN	NaN	0.000000	
21	426.353007	-1.370248	-212.156389	306.708678	NaN	NaN	NaN	NaN	0.000000	
22	426.500460	-1.428483	-212.185087	306.736209	NaN	NaN	NaN	NaN	0.000000	
23	426.647465	-1.485917	-212.212044	306.768427	NaN	NaN	NaN	NaN	0.000000	
24	426.795292	-1.539200	-212.237314	306.805497	NaN	NaN	NaN	NaN	0.000000	
25	426.944712	-1.585935	-212.260646	306.849257	NaN	NaN	NaN	NaN	0.000000	
26	427.095655	-1.625363	-212.281196	306.903120	NaN	NaN	NaN	NaN	0.000000	
27	427.246825	-1.657458	-212.297540	306.971405	NaN	NaN	NaN	NaN	0.000000	
28	427.395830	-1.681502	-212.308372	307.058377	NaN	NaN	NaN	NaN	0.000000	
29	427.539257	-1.696028	-212.312534	307.167930	NaN	NaN	NaN	NaN	0.000000	
30	427.672987	-1.700136	-212.308448	307.303402	NaN	NaN	NaN	NaN	0.000000	
31	427.793051	-1.694548	-212.294428	307.467026	NaN	NaN	NaN	NaN	0.000000	
32	427.895928	-1.681653	-212.269470	307.659627	NaN	NaN	NaN	NaN	0.000000	
33	427.978582	-1.664503	-212.233480	307.880407	NaN	NaN	NaN	NaN	0.000000	
34	428.039112	-1.645575	-212.187055	308.126616	NaN	NaN	NaN	NaN	0.000000	
35	428.078047	-1.626629	-212.131337	308.393751	NaN	NaN	NaN	NaN	0.000000	
36	428.099202	-1.609085	-212.068048	308.676300	NaN	NaN	NaN	NaN	0.000000	
37	428.107821	-1.593545	-211.999104	308.968769	NaN	NaN	NaN	NaN	0.000000	
38	428.107369	-1.579276	-211.925598	309.266879	NaN	NaN	NaN	NaN	0.000000	
39	428.098835	-1.565022	-211.847432	309.568326	NaN	NaN	NaN	NaN	0.000000	
40	428.081935	-1.550351	-211.764087	309.872796	NaN	NaN	NaN	NaN	0.000000	
41	428.056251	-1.535636	-211.675370	310.181426	NaN	NaN	NaN	NaN	0.000000	
42	428.022672	-1.520973	-211.581778	310.495518	NaN	NaN	NaN	NaN	0.000000	
43	427.984597	-1.505907	-211.484792	310.814760	NaN	NaN	NaN	NaN	0.000000	
44	427.948421	-1.489703	-211.386768	311.136192	NaN	NaN	NaN	NaN	0.000000	
45	427.922432	-1.471035	-211.290121	311.455002	NaN	NaN	NaN	NaN	0.000000	
46	427.913215	-1.448215	-211.196660	311.766424	NaN	NaN	NaN	NaN	0.000000	
47	427.922818	-1.420235	-211.107860	312.066828	NaN	NaN	NaN	NaN	0.000000	
48	427.949732	-1.387012	-211.025453	312.353837	NaN	NaN	NaN	NaN	0.000000	
49	427.991113	-1.349123	-210.951488	312.626646	NaN	NaN	NaN	NaN	0.000000	
50	428.043774	-1.308131	-210.888014	312.886112	NaN	NaN	NaN	NaN	0.000000	
51	428.105448	-1.266691	-210.836866	313.133133	NaN	NaN	NaN	NaN	0.000000	
52	428.176367	-1.228144	-210.799520	313.366877	NaN	NaN	NaN	NaN	0.000000	
53	428.258662	-1.196152	-210.777008	313.585562	NaN	NaN	NaN	NaN	0.000000	
54	428.354114	-1.174064	-210.769898	313.788218	NaN	NaN	NaN	NaN	0.000000	
55	428.462757	-1.164265	-210.778019	313.974700	NaN	NaN	NaN	NaN	0.000000	
56	428.582813	-1.167749	-210.800114	314.144906	NaN	NaN	NaN	NaN	0.000000	
57	428.711696	-1.183614	-210.833997	314.298960	NaN	NaN	NaN	NaN	0.000000	
58	428.846957	-1.209575	-210.876994	314.438062	NaN	NaN	NaN	NaN	0.000000	
59	428.985506	-1.243799	-210.926106	314.565107	NaN	NaN	NaN	NaN	0.000000	
60	429.122509	-1.285635	-210.978058	314.684602	NaN	NaN	NaN	NaN	0.000000	
