LIMS	// User ID
11-12-2017	// Evaluation date
P022__14__[321-15-57-55]	17-11-2017	15:57:50:898	// Source file name and timestamp
2000.000	// Sampling rate
4.380	// Data capture period

Sample #	Left_FP	Right_FP	Symmetry_GRF	Max_vGRF	
0	-7.421958	-1.397751	NaN	1469.936128	
1	-7.364120	-1.402960	NaN	1469.936128	
2	-7.304681	-1.409970	NaN	1469.936128	
3	-7.244553	-1.419340	NaN	1469.936128	
4	-7.184184	-1.431673	NaN	1469.936128	
5	-7.122763	-1.446793	NaN	1469.936128	
6	-7.059075	-1.463458	NaN	1469.936128	
7	-6.993207	-1.480682	NaN	1469.936128	
8	-6.927176	-1.499075	NaN	1469.936128	
9	-6.863623	-1.520583	NaN	1469.936128	
10	-6.804545	-1.547737	NaN	1469.936128	
11	-6.751435	-1.583202	NaN	1469.936128	
12	-6.705394	-1.629058	NaN	1469.936128	
13	-6.666641	-1.686318	NaN	1469.936128	
14	-6.634265	-1.755232	NaN	1469.936128	
15	-6.606490	-1.835266	NaN	1469.936128	
16	-6.581187	-1.924746	NaN	1469.936128	
17	-6.555780	-2.021294	NaN	1469.936128	
18	-6.526851	-2.122483	NaN	1469.936128	
19	-6.490556	-2.225944	NaN	1469.936128	
20	-6.443610	-2.329181	NaN	1469.936128	
21	-6.384294	-2.429381	NaN	1469.936128	
22	-6.312978	-2.523492	NaN	1469.936128	
23	-6.231312	-2.608849	NaN	1469.936128	
24	-6.141196	-2.683538	NaN	1469.936128	
25	-6.045217	-2.745691	NaN	1469.936128	
26	-5.947122	-2.792786	NaN	1469.936128	
27	-5.851199	-2.822321	NaN	1469.936128	
28	-5.761972	-2.833341	NaN	1469.936128	
29	-5.683916	-2.827210	NaN	1469.936128	
30	-5.620290	-2.806832	NaN	1469.936128	
31	-5.572482	-2.775122	NaN	1469.936128	
32	-5.540409	-2.734044	NaN	1469.936128	
33	-5.522541	-2.684731	NaN	1469.936128	
34	-5.515558	-2.628403	NaN	1469.936128	
35	-5.515058	-2.567021	NaN	1469.936128	
36	-5.517074	-2.502858	NaN	1469.936128	
37	-5.519025	-2.437812	NaN	1469.936128	
38	-5.520172	-2.373263	NaN	1469.936128	
39	-5.521857	-2.310178	NaN	1469.936128	
40	-5.526425	-2.249201	NaN	1469.936128	
41	-5.535317	-2.190726	NaN	1469.936128	
42	-5.548852	-2.134954	NaN	1469.936128	
43	-5.567967	-2.081937	NaN	1469.936128	
44	-5.595698	-2.031617	NaN	1469.936128	
45	-5.636163	-1.983857	NaN	1469.936128	
46	-5.691873	-1.938465	NaN	1469.936128	
47	-5.762670	-1.895211	NaN	1469.936128	
48	-5.846848	-1.853849	NaN	1469.936128	
49	-5.941881	-1.814127	NaN	1469.936128	
50	-6.043671	-1.775804	NaN	1469.936128	
51	-6.145996	-1.738658	NaN	1469.936128	
52	-6.241868	-1.702504	NaN	1469.936128	
53	-6.325713	-1.667204	NaN	1469.936128	
54	-6.394475	-1.632685	NaN	1469.936128	
55	-6.447704	-1.598954	NaN	1469.936128	
56	-6.486907	-1.566124	NaN	1469.936128	
57	-6.513869	-1.534438	NaN	1469.936128	
58	-6.529268	-1.504303	NaN	1469.936128	
59	-6.532986	-1.476328	NaN	1469.936128	
60	-6.525244	-1.451374	NaN	1469.936128	
61	-6.507476	-1.430616	NaN	1469.936128	
62	-6.482405	-1.415334	NaN	1469.936128	
63	-6.453616	-1.406154	NaN	1469.936128	
64	-6.425170	-1.402526	NaN	1469.936128	
65	-6.400672	-1.403265	NaN	1469.936128	
66	-6.381741	-1.407331	NaN	1469.936128	
67	-6.367526	-1.414055	NaN	1469.936128	
68	-6.356408	-1.423109	NaN	1469.936128	
69	-6.348233	-1.434200	NaN	1469.936128	
70	-6.344888	-1.446213	NaN	1469.936128	
71	-6.349536	-1.456867	NaN	1469.936128	
72	-6.365333	-1.463996	NaN	1469.936128	
73	-6.394142	-1.466829	NaN	1469.936128	
74	-6.436039	-1.465672	NaN	1469.936128	
75	-6.489010	-1.461077	NaN	1469.936128	
76	-6.548828	-1.453593	NaN	1469.936128	
77	-6.610245	-1.443800	NaN	1469.936128	
78	-6.668427	-1.432335	NaN	1469.936128	
79	-6.719252	-1.419935	NaN	1469.936128	
80	-6.759063	-1.407480	NaN	1469.936128	
81	-6.784751	-1.396045	NaN	1469.936128	
82	-6.794432	-1.386958	NaN	1469.936128	
83	-6.787917	-1.381598	NaN	1469.936128	
84	-6.766122	-1.380629	NaN	1469.936128	
85	-6.730538	-1.383475	NaN	1469.936128	
86	-6.683607	-1.388851	NaN	1469.936128	
87	-6.628870	-1.395541	NaN	1469.936128	
88	-6.570301	-1.402608	NaN	1469.936128	
89	-6.511106	-1.409349	NaN	1469.936128	
90	-6.452469	-1.415250	NaN	1469.936128	
91	-6.393368	-1.419959	NaN	1469.936128	
92	-6.331419	-1.423265	NaN	1469.936128	
93	-6.264237	-1.425085	NaN	1469.936128	
94	-6.190799	-1.425454	NaN	1469.936128	
95	-6.111434	-1.424531	NaN	1469.936128	
96	-6.027019	-1.422603	NaN	1469.936128	
97	-5.939936	-1.420101	NaN	1469.936128	
98	-5.855689	-1.417902	NaN	1469.936128	
99	-5.781498	-1.418216	NaN	1469.936128	
100	-5.722966	-1.424973	NaN	1469.936128	
101	-5.682388	-1.442343	NaN	1469.936128	
102	-5.658607	-1.472703	NaN	1469.936128	
103	-5.647856	-1.516181	NaN	1469.936128	
104	-5.645594	-1.571207	NaN	1469.936128	
105	-5.647732	-1.634963	NaN	1469.936128	
106	-5.651298	-1.704054	NaN	1469.936128	
107	-5.655434	-1.775131	NaN	1469.936128	
