LIMS	// User ID
11-12-2017	// Evaluation date
P022__34__[321-16-9-0]	17-11-2017	16:08:56:482	// Source file name and timestamp
2000.000	// Sampling rate
3.886	// Data capture period

Sample #	Left_FP	Right_FP	Symmetry_GRF	Max_vGRF	
0	-1.262006	-6.423279	NaN	1596.424012	
1	-1.296739	-6.419449	NaN	1596.424012	
2	-1.343370	-6.424019	NaN	1596.424012	
3	-1.401581	-6.437105	NaN	1596.424012	
4	-1.471451	-6.456892	NaN	1596.424012	
5	-1.552851	-6.480376	NaN	1596.424012	
6	-1.644524	-6.504884	NaN	1596.424012	
7	-1.743397	-6.529038	NaN	1596.424012	
8	-1.845240	-6.552680	NaN	1596.424012	
9	-1.945827	-6.576001	NaN	1596.424012	
10	-2.041246	-6.598705	NaN	1596.424012	
11	-2.128214	-6.619693	NaN	1596.424012	
12	-2.205297	-6.637277	NaN	1596.424012	
13	-2.273648	-6.649922	NaN	1596.424012	
14	-2.335866	-6.656997	NaN	1596.424012	
15	-2.393774	-6.658738	NaN	1596.424012	
16	-2.447607	-6.655411	NaN	1596.424012	
17	-2.497142	-6.646771	NaN	1596.424012	
18	-2.542517	-6.632607	NaN	1596.424012	
19	-2.583631	-6.613577	NaN	1596.424012	
20	-2.619535	-6.591532	NaN	1596.424012	
21	-2.649222	-6.569614	NaN	1596.424012	
22	-2.673288	-6.551875	NaN	1596.424012	
23	-2.694515	-6.541807	NaN	1596.424012	
24	-2.716268	-6.541133	NaN	1596.424012	
25	-2.740343	-6.550176	NaN	1596.424012	
26	-2.766754	-6.568996	NaN	1596.424012	
27	-2.794873	-6.598225	NaN	1596.424012	
28	-2.823668	-6.638811	NaN	1596.424012	
29	-2.851349	-6.690923	NaN	1596.424012	
30	-2.875836	-6.753659	NaN	1596.424012	
31	-2.895790	-6.825525	NaN	1596.424012	
32	-2.911399	-6.904600	NaN	1596.424012	
33	-2.923796	-6.988403	NaN	1596.424012	
34	-2.933087	-7.073990	NaN	1596.424012	
35	-2.937488	-7.158602	NaN	1596.424012	
36	-2.934665	-7.240310	NaN	1596.424012	
37	-2.923638	-7.318145	NaN	1596.424012	
38	-2.905600	-7.392004	NaN	1596.424012	
39	-2.883114	-7.462591	NaN	1596.424012	
40	-2.858522	-7.531129	NaN	1596.424012	
41	-2.832929	-7.598536	NaN	1596.424012	
42	-2.806265	-7.664872	NaN	1596.424012	
43	-2.778171	-7.729858	NaN	1596.424012	
44	-2.748565	-7.793657	NaN	1596.424012	
45	-2.717374	-7.856848	NaN	1596.424012	
46	-2.684547	-7.919570	NaN	1596.424012	
47	-2.650936	-7.980933	NaN	1596.424012	
48	-2.619222	-8.039494	NaN	1596.424012	
49	-2.593498	-8.093987	NaN	1596.424012	
50	-2.577181	-8.143500	NaN	1596.424012	
51	-2.571474	-8.187401	NaN	1596.424012	
52	-2.576005	-8.225269	NaN	1596.424012	
53	-2.590263	-8.256852	NaN	1596.424012	
54	-2.613561	-8.282027	NaN	1596.424012	
55	-2.643846	-8.300775	NaN	1596.424012	
56	-2.677868	-8.313167	NaN	1596.424012	
57	-2.713304	-8.319352	NaN	1596.424012	
58	-2.750064	-8.319558	NaN	1596.424012	
59	-2.788826	-8.314101	NaN	1596.424012	
