LIMS	// User ID
11-12-2017	// Evaluation date
P026__4__[321-17-23-12]	17-11-2017	17:23:08:872	// Source file name and timestamp
2000.000	// Sampling rate
3.767	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	255.310471	255.779556	-176.161160	270.276755	179.056035	249.104089	1.610449	259.680706	0.000000	
1	255.223230	255.695099	-176.169926	270.259585	179.041680	249.069552	1.599908	259.654783	0.000000	
2	255.145277	255.614551	-176.190157	270.241407	179.036310	249.040530	1.586264	259.631229	0.000000	
3	255.080714	255.538270	-176.221259	270.220222	179.039509	249.019150	1.568296	259.610187	0.000000	
4	255.032538	255.464782	-176.262238	270.195017	179.049418	249.006631	1.544013	259.591854	0.000000	
5	255.002542	255.392157	-176.311710	270.165961	179.063047	249.003404	1.511308	259.576605	0.000000	
6	254.991720	255.318232	-176.367727	270.134193	179.076870	249.007875	1.468284	259.564276	0.000000	
7	254.999762	255.240554	-176.427818	270.101826	179.087477	249.015817	1.413717	259.553846	0.000000	
8	255.024467	255.157420	-176.489290	270.070889	179.092441	249.021983	1.347908	259.543694	0.000000	
9	255.062493	255.068119	-176.549959	270.041665	179.090394	249.021756	1.272179	259.531594	0.000000	
10	255.110616	254.970995	-176.609016	270.012639	179.079593	249.010212	1.186608	259.514300	0.000000	
11	255.165837	254.862013	-176.666862	269.981850	179.056869	248.980781	1.089051	259.487571	0.000000	
12	255.224911	254.736305	-176.723742	269.947590	179.018631	248.926869	0.977022	259.447300	0.000000	
13	255.285015	254.590787	-176.778607	269.908181	178.962638	248.844813	0.849834	259.390837	0.000000	
14	255.345016	254.424925	-176.829462	269.862384	178.888499	248.734182	0.708498	259.317350	0.000000	
15	255.405375	254.240799	-176.874666	269.810451	178.797691	248.596765	0.555145	259.227845	0.000000	
16	255.466979	254.043589	-176.913442	269.754007	178.693898	248.437606	0.393508	259.125581	0.000000	
17	255.530571	253.840268	-176.945407	269.694994	178.582094	248.265534	0.228450	259.015820	0.000000	
18	255.596462	253.637276	-176.970328	269.635492	178.466923	248.090446	0.064557	258.904414	0.000000	
