LIMS	// User ID
11-12-2017	// Evaluation date
P023__5__[321-16-14-26]	17-11-2017	16:14:22:201	// Source file name and timestamp
2000.000	// Sampling rate
4.726	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	243.600485	218.858892	-164.085376	243.168391	156.808633	248.605071	-12.222292	245.741300	0.000000	
1	243.631230	218.748872	-164.083084	243.193097	156.833709	248.459867	-12.259538	245.684770	0.000000	
2	243.673365	218.634668	-164.088707	243.204955	156.857201	248.307337	-12.307001	245.617973	0.000000	
3	243.726349	218.520164	-164.100504	243.205758	156.878686	248.150646	-12.362366	245.543380	0.000000	
4	243.788332	218.408903	-164.116379	243.197812	156.898215	247.994330	-12.422599	245.464382	0.000000	
5	243.858046	218.303783	-164.135954	243.185978	156.916435	247.843863	-12.485717	245.386147	0.000000	
6	243.936723	218.208103	-164.161529	243.177575	156.934407	247.704077	-12.551620	245.314826	0.000000	
7	244.027245	218.125794	-164.196591	243.179387	156.953316	247.577637	-12.621090	245.255262	0.000000	
8	244.132226	218.060280	-164.244091	243.195504	156.973901	247.464575	-12.694933	245.209632	0.000000	
9	244.252639	218.013575	-164.305441	243.227442	156.996107	247.362684	-12.773495	245.177701	0.000000	
10	244.387227	217.986148	-164.380102	243.274646	157.019794	247.268328	-12.855967	245.157470	0.000000	
11	244.533514	217.976976	-164.466436	243.334736	157.045373	247.178177	-12.940853	245.146115	0.000000	
12	244.689912	217.983785	-164.563387	243.405088	157.073082	247.090717	-13.027790	245.141533	0.000000	
13	244.856118	218.003787	-164.670822	243.484518	157.102122	247.006149	-13.118009	245.143182	0.000000	
14	245.031280	218.034095	-164.788115	243.572173	157.131114	246.925356	-13.212611	245.151017	0.000000	
15	245.212691	218.071564	-164.913158	243.664887	157.158982	246.848760	-13.311254	245.163561	0.000000	
16	245.396418	218.113457	-165.042867	243.756348	157.185005	246.776309	-13.412365	245.177449	0.000000	
17	245.579292	218.158404	-165.174750	243.839577	157.208467	246.709060	-13.514428	245.189482	0.000000	
