LIMS	// User ID
11-12-2017	// Evaluation date
P028__5__[321-18-14-47]	17-11-2017	18:14:43:457	// Source file name and timestamp
2000.000	// Sampling rate
4.133	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	276.080392	290.629394	-228.556848	212.068143	211.609970	185.546740	-2.823292	198.467003	0.000000	
1	275.988763	290.603574	-228.533475	212.101561	211.531803	185.357064	-2.825264	198.384386	0.000000	
2	275.910048	290.567501	-228.506940	212.144524	211.455553	185.164604	-2.833738	198.305515	0.000000	
3	275.846940	290.527561	-228.478310	212.196085	211.383544	184.974380	-2.846698	198.232434	0.000000	
4	275.800050	290.491079	-228.448079	212.255683	211.319848	184.793087	-2.859767	198.168160	0.000000	
5	275.767689	290.464752	-228.416340	212.322733	211.268821	184.627120	-2.867551	198.115494	0.000000	
6	275.747257	290.454160	-228.383471	212.395790	211.233723	184.481945	-2.865415	198.076341	0.000000	
7	275.735996	290.463509	-228.350572	212.471967	211.216624	184.361776	-2.850145	198.051282	0.000000	
8	275.730575	290.494724	-228.319143	212.547407	211.218946	184.268464	-2.819689	198.039253	0.000000	
9	275.727224	290.547537	-228.290512	212.618407	211.241543	184.201661	-2.772857	198.038178	0.000000	
10	275.722699	290.620859	-228.265656	212.682074	211.284215	184.160597	-2.709350	198.046194	0.000000	
11	275.714413	290.713807	-228.245141	212.736484	211.345263	184.145478	-2.629616	198.062426	0.000000	
12	275.700018	290.825617	-228.229025	212.780704	211.421382	184.157523	-2.534736	198.087010	0.000000	
13	275.677587	290.954706	-228.217015	212.814552	211.508029	184.197523	-2.426723	198.120262	0.000000	
14	275.645521	291.097968	-228.208458	212.838561	211.600100	184.263793	-2.308417	198.161627	0.000000	
15	275.602198	291.251096	-228.202184	212.854138	211.692151	184.351379	-2.183021	198.209326	0.000000	
16	275.546489	291.409398	-228.196718	212.863311	211.778383	184.452709	-2.054117	198.260559	0.000000	
17	275.478591	291.568864	-228.190611	212.868349	211.853721	184.559379	-1.925199	198.312223	0.000000	
18	275.400363	291.727833	-228.182503	212.871715	211.915690	184.665487	-1.798252	198.362576	0.000000	
19	275.315458	291.888200	-228.171060	212.876189	211.964914	184.770384	-1.673055	198.412684	0.000000	
20	275.229269	292.054023	-228.155046	212.884656	212.003443	184.877283	-1.548588	198.465641	0.000000	
21	275.147804	292.227700	-228.133662	212.899003	212.032645	184.988506	-1.425271	198.523655	0.000000	
22	275.075449	292.407476	-228.106653	212.919093	212.052510	185.102424	-1.305415	198.585971	0.000000	
23	275.013218	292.588918	-228.073903	212.943328	212.062452	185.215402	-1.191354	198.650070	0.000000	
24	274.958558	292.768504	-228.035580	212.969732	212.062467	185.325920	-1.083484	198.714225	0.000000	
25	274.906706	292.945294	-227.992826	212.996063	212.053592	185.435455	-0.980282	198.778009	0.000000	
26	274.853076	293.119927	-227.947717	213.019794	212.038030	185.546052	-0.879548	198.841125	0.000000	
27	274.795082	293.293150	-227.902726	213.038393	212.019057	185.658174	-0.779476	198.902506	0.000000	
28	274.732623	293.464902	-227.860616	213.049372	212.000303	185.770092	-0.679511	198.960062	0.000000	
29	274.667817	293.634207	-227.824471	213.050308	211.985209	185.879118	-0.580574	199.011310	0.000000	
30	274.604003	293.799298	-227.797344	213.039340	211.976869	185.983126	-0.484528	199.054381	0.000000	
31	274.544209	293.956863	-227.781625	213.016025	211.977198	186.080149	-0.393972	199.088196	0.000000	
32	274.489905	294.101777	-227.778502	212.981602	211.986309	186.167762	-0.311910	199.112250	0.000000	
33	274.440249	294.229267	-227.787627	212.938019	212.003512	186.244146	-0.239955	199.126625	0.000000	
