LIMS	// User ID
11-12-2017	// Evaluation date
P022__3__[321-15-49-23]	17-11-2017	15:49:13:274	// Source file name and timestamp
2000.000	// Sampling rate
10.000	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	434.140733	-2.584103	-226.575489	331.962908	NaN	NaN	NaN	NaN	NaN	
1	434.086155	-2.528442	-226.593064	331.962088	NaN	NaN	NaN	NaN	NaN	
2	434.033120	-2.462058	-226.610450	331.959240	NaN	NaN	NaN	NaN	NaN	
3	433.981521	-2.385102	-226.627707	331.954524	NaN	NaN	NaN	NaN	NaN	
4	433.930228	-2.298867	-226.645196	331.947586	NaN	NaN	NaN	NaN	NaN	
5	433.877639	-2.206183	-226.663415	331.937828	NaN	NaN	NaN	NaN	NaN	
6	433.822500	-2.111330	-226.682769	331.924808	NaN	NaN	NaN	NaN	NaN	
7	433.764160	-2.019193	-226.703491	331.908367	NaN	NaN	NaN	NaN	NaN	
8	433.702577	-1.933885	-226.725644	331.888629	NaN	NaN	NaN	NaN	NaN	
9	433.638346	-1.857887	-226.749111	331.866020	NaN	NaN	NaN	NaN	NaN	
10	433.572776	-1.791949	-226.773573	331.841301	NaN	NaN	NaN	NaN	NaN	
11	433.507984	-1.735453	-226.798480	331.815618	NaN	NaN	NaN	NaN	NaN	
12	433.446764	-1.687541	-226.823090	331.790436	NaN	NaN	NaN	NaN	NaN	
13	433.391892	-1.648508	-226.846667	331.767199	NaN	NaN	NaN	NaN	NaN	
14	433.345735	-1.619846	-226.868597	331.747134	NaN	NaN	NaN	NaN	NaN	
15	433.310683	-1.602943	-226.888254	331.731466	NaN	NaN	NaN	NaN	NaN	
16	433.289303	-1.598052	-226.904965	331.721492	NaN	NaN	NaN	NaN	NaN	
17	433.283909	-1.604313	-226.918122	331.718370	NaN	NaN	NaN	NaN	NaN	
18	433.296115	-1.620834	-226.927315	331.722897	NaN	NaN	NaN	NaN	NaN	
19	433.326054	-1.648038	-226.932551	331.735119	NaN	NaN	NaN	NaN	NaN	
20	433.371799	-1.687679	-226.934416	331.754051	NaN	NaN	NaN	NaN	NaN	
21	433.430118	-1.741509	-226.933852	331.778045	NaN	NaN	NaN	NaN	NaN	
22	433.497718	-1.810224	-226.931784	331.805412	NaN	NaN	NaN	NaN	NaN	
23	433.571340	-1.893185	-226.929080	331.834466	NaN	NaN	NaN	NaN	NaN	
24	433.647263	-1.988344	-226.926685	331.863282	NaN	NaN	NaN	NaN	NaN	
25	433.721650	-2.092089	-226.925497	331.889867	NaN	NaN	NaN	NaN	NaN	
26	433.791174	-2.199285	-226.926167	331.912470	NaN	NaN	NaN	NaN	NaN	
27	433.853094	-2.303794	-226.929049	331.929618	NaN	NaN	NaN	NaN	NaN	
28	433.905076	-2.399221	-226.934214	331.940030	NaN	NaN	NaN	NaN	NaN	
29	433.945325	-2.479926	-226.941543	331.942684	NaN	NaN	NaN	NaN	NaN	
30	433.973332	-2.542367	-226.950971	331.937181	NaN	NaN	NaN	NaN	NaN	
31	433.990392	-2.585988	-226.962652	331.924015	NaN	NaN	NaN	NaN	NaN	
32	433.998797	-2.612877	-226.976869	331.904166	NaN	NaN	NaN	NaN	NaN	
33	434.000201	-2.626159	-226.994040	331.878311	NaN	NaN	NaN	NaN	NaN	
34	433.994837	-2.628742	-227.014806	331.846438	NaN	NaN	NaN	NaN	NaN	
35	433.982103	-2.623449	-227.039890	331.808150	NaN	NaN	NaN	NaN	NaN	
36	433.961400	-2.613159	-227.069867	331.763087	NaN	NaN	NaN	NaN	NaN	
37	433.932398	-2.600397	-227.105096	331.711081	NaN	NaN	NaN	NaN	NaN	
38	433.895035	-2.587180	-227.145718	331.652169	NaN	NaN	NaN	NaN	NaN	
39	433.849527	-2.575413	-227.191642	331.586632	NaN	NaN	NaN	NaN	NaN	
40	433.796409	-2.567267	-227.242514	331.515045	NaN	NaN	NaN	NaN	NaN	
41	433.736583	-2.564175	-227.297668	331.438348	NaN	NaN	NaN	NaN	NaN	
42	433.671399	-2.565232	-227.356066	331.357935	NaN	NaN	NaN	NaN	NaN	
43	433.603049	-2.567714	-227.416289	331.275601	NaN	NaN	NaN	NaN	NaN	
44	433.535291	-2.569174	-227.476774	331.193000	NaN	NaN	NaN	NaN	NaN	
45	433.472816	-2.568718	-227.536283	331.111034	NaN	NaN	NaN	NaN	NaN	
46	433.418639	-2.566966	-227.594304	331.030122	NaN	NaN	NaN	NaN	NaN	
47	433.372850	-2.565236	-227.650905	330.951161	NaN	NaN	NaN	NaN	NaN	
48	433.334089	-2.564776	-227.706109	330.876013	NaN	NaN	NaN	NaN	NaN	
49	433.300374	-2.566265	-227.759619	330.807111	NaN	NaN	NaN	NaN	NaN	
50	433.268452	-2.569291	-227.811096	330.746698	NaN	NaN	NaN	NaN	NaN	
51	433.234805	-2.572328	-227.860459	330.696269	NaN	NaN	NaN	NaN	NaN	
52	433.198097	-2.573215	-227.907929	330.656369	NaN	NaN	NaN	NaN	NaN	
53	433.159409	-2.569610	-227.953931	330.626797	NaN	NaN	NaN	NaN	NaN	
54	433.120302	-2.559430	-227.998824	330.607219	NaN	NaN	NaN	NaN	NaN	
55	433.081187	-2.540749	-228.042721	330.597598	NaN	NaN	NaN	NaN	NaN	
56	433.040797	-2.511709	-228.085635	330.597917	NaN	NaN	NaN	NaN	NaN	
57	432.997008	-2.471560	-228.127705	330.607646	NaN	NaN	NaN	NaN	NaN	
58	432.947913	-2.421197	-228.169184	330.625651	NaN	NaN	NaN	NaN	NaN	
59	432.891757	-2.362390	-228.210250	330.650453	NaN	NaN	NaN	NaN	NaN	
60	432.826876	-2.297628	-228.251162	330.680138	NaN	NaN	NaN	NaN	NaN	
61	432.752229	-2.230555	-228.292752	330.712217	NaN	NaN	NaN	NaN	NaN	
62	432.667670	-2.165355	-228.336361	330.744264	NaN	NaN	NaN	NaN	NaN	
63	432.573994	-2.105323	-228.383200	330.774742	NaN	NaN	NaN	NaN	NaN	
64	432.473022	-2.052230	-228.434215	330.803224	NaN	NaN	NaN	NaN	NaN	
65	432.367757	-2.007011	-228.490271	330.830362	NaN	NaN	NaN	NaN	NaN	
66	432.262300	-1.970398	-228.551910	330.857748	NaN	NaN	NaN	NaN	NaN	
67	432.160975	-1.942433	-228.619172	330.887412	NaN	NaN	NaN	NaN	NaN	
68	432.066876	-1.921927	-228.691896	330.921043	NaN	NaN	NaN	NaN	NaN	
69	431.980929	-1.906980	-228.770008	330.959476	NaN	NaN	NaN	NaN	NaN	
70	431.902002	-1.895739	-228.853476	331.002716	NaN	NaN	NaN	NaN	NaN	
71	431.828052	-1.886873	-228.942092	331.050489	NaN	NaN	NaN	NaN	NaN	
72	431.757513	-1.880075	-229.035492	331.102917	NaN	NaN	NaN	NaN	NaN	
73	431.689554	-1.875770	-229.133338	331.160642	NaN	NaN	NaN	NaN	NaN	
74	431.623506	-1.874022	-229.235072	331.224534	NaN	NaN	NaN	NaN	NaN	
75	431.558576	-1.874263	-229.339575	331.295559	NaN	NaN	NaN	NaN	NaN	
76	431.494147	-1.875541	-229.445470	331.374604	NaN	NaN	NaN	NaN	NaN	
77	431.430356	-1.876196	-229.551667	331.461801	NaN	NaN	NaN	NaN	NaN	
78	431.367853	-1.874056	-229.657495	331.556016	NaN	NaN	NaN	NaN	NaN	
79	431.306439	-1.867724	-229.762693	331.655629	NaN	NaN	NaN	NaN	NaN	
80	431.244222	-1.857631	-229.867420	331.759583	NaN	NaN	NaN	NaN	NaN	
81	431.178139	-1.846064	-229.972029	331.867234	NaN	NaN	NaN	NaN	NaN	
82	431.104710	-1.836162	-230.076758	331.977716	NaN	NaN	NaN	NaN	NaN	
83	431.020481	-1.830405	-230.181684	332.089797	NaN	NaN	NaN	NaN	NaN	
84	430.922759	-1.829622	-230.286734	332.202174	NaN	NaN	NaN	NaN	NaN	
85	430.810112	-1.833039	-230.391449	332.313952	NaN	NaN	NaN	NaN	NaN	
86	430.682067	-1.839358	-230.494975	332.425024	NaN	NaN	NaN	NaN	NaN	
87	430.539442	-1.848089	-230.596719	332.535816	NaN	NaN	NaN	NaN	NaN	
88	430.385627	-1.859801	-230.696587	332.646521	NaN	NaN	NaN	NaN	NaN	
89	430.226547	-1.875307	-230.794149	332.756889	NaN	NaN	NaN	NaN	NaN	
90	430.068459	-1.894298	-230.887970	332.866471	NaN	NaN	NaN	NaN	NaN	
91	429.915483	-1.914198	-230.976003	332.974396	NaN	NaN	NaN	NaN	NaN	
92	429.768751	-1.930865	-231.056287	333.079011	NaN	NaN	NaN	NaN	NaN	
93	429.627421	-1.940608	-231.127393	333.178164	NaN	NaN	NaN	NaN	NaN	
94	429.490171	-1.941391	-231.188720	333.270071	NaN	NaN	NaN	NaN	NaN	
95	429.355509	-1.933010	-231.240510	333.354282	NaN	NaN	NaN	NaN	NaN	
96	429.221493	-1.917076	-231.283739	333.432110	NaN	NaN	NaN	NaN	NaN	
97	429.086297	-1.896545	-231.320128	333.505960	NaN	NaN	NaN	NaN	NaN	
98	428.948777	-1.874196	-231.351863	333.578068	NaN	NaN	NaN	NaN	NaN	
99	428.807928	-1.851383	-231.381001	333.649951	NaN	NaN	NaN	NaN	NaN	
100	428.662044	-1.828394	-231.408957	333.722663	NaN	NaN	NaN	NaN	NaN	
101	428.508730	-1.805605	-231.436221	333.797122	NaN	NaN	NaN	NaN	NaN	
102	428.345733	-1.784066	-231.462609	333.874220	NaN	NaN	NaN	NaN	NaN	
103	428.171504	-1.764730	-231.487743	333.954452	NaN	NaN	NaN	NaN	NaN	
104	427.985220	-1.747397	-231.511195	334.037569	NaN	NaN	NaN	NaN	NaN	
105	427.787718	-1.730994	-231.532690	334.122614	NaN	NaN	NaN	NaN	NaN	
106	427.582516	-1.714651	-231.552505	334.208250	NaN	NaN	NaN	NaN	NaN	
107	427.374670	-1.698789	-231.571567	334.293548	NaN	NaN	NaN	NaN	NaN	
108	427.168848	-1.685707	-231.591158	334.378368	NaN	NaN	NaN	NaN	NaN	
109	426.969116	-1.678872	-231.612461	334.462698	NaN	NaN	NaN	NaN	NaN	
110	426.779552	-1.681417	-231.636343	334.546082	NaN	NaN	NaN	NaN	NaN	
111	426.604006	-1.695185	-231.663565	334.627920	NaN	NaN	NaN	NaN	NaN	
112	426.445246	-1.720537	-231.694980	334.707786	NaN	NaN	NaN	NaN	NaN	
113	426.304350	-1.756367	-231.731308	334.785263	NaN	NaN	NaN	NaN	NaN	
114	426.180849	-1.800023	-231.772639	334.859866	NaN	NaN	NaN	NaN	NaN	
115	426.073089	-1.847439	-231.818151	334.931125	NaN	NaN	NaN	NaN	NaN	
116	425.977930	-1.894022	-231.866308	334.998364	NaN	NaN	NaN	NaN	NaN	
117	425.890946	-1.936071	-231.915350	335.060774	NaN	NaN	NaN	NaN	NaN	
118	425.807709	-1.971682	-231.963771	335.118043	NaN	NaN	NaN	NaN	NaN	
119	425.724769	-2.000633	-232.010545	335.170548	NaN	NaN	NaN	NaN	NaN	
120	425.639829	-2.023222	-232.055132	335.218499	NaN	NaN	NaN	NaN	NaN	
