LIMS	// User ID
11-12-2017	// Evaluation date
P028__1__[321-18-12-13]	17-11-2017	18:12:03:872	// Source file name and timestamp
2000.000	// Sampling rate
10.000	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	-9.376307	566.507851	NaN	NaN	219.355284	319.356828	NaN	NaN	NaN	
1	-9.400155	566.387813	NaN	NaN	219.348840	319.374995	NaN	NaN	NaN	
2	-9.410986	566.256765	NaN	NaN	219.341705	319.392442	NaN	NaN	NaN	
3	-9.407411	566.113271	NaN	NaN	219.333585	319.409315	NaN	NaN	NaN	
4	-9.389001	565.959079	NaN	NaN	219.324481	319.425219	NaN	NaN	NaN	
5	-9.356559	565.797051	NaN	NaN	219.314534	319.439480	NaN	NaN	NaN	
6	-9.312458	565.629448	NaN	NaN	219.303814	319.451514	NaN	NaN	NaN	
7	-9.260200	565.458423	NaN	NaN	219.292275	319.460894	NaN	NaN	NaN	
8	-9.203471	565.286230	NaN	NaN	219.279756	319.467333	NaN	NaN	NaN	
9	-9.145197	565.114885	NaN	NaN	219.265975	319.470666	NaN	NaN	NaN	
10	-9.087155	564.946934	NaN	NaN	219.250527	319.470834	NaN	NaN	NaN	
11	-9.030669	564.785405	NaN	NaN	219.232933	319.467760	NaN	NaN	NaN	
12	-8.977583	564.632663	NaN	NaN	219.212794	319.461030	NaN	NaN	NaN	
13	-8.930381	564.490913	NaN	NaN	219.189969	319.449738	NaN	NaN	NaN	
14	-8.891195	564.363239	NaN	NaN	219.164666	319.433031	NaN	NaN	NaN	
15	-8.860501	564.252451	NaN	NaN	219.137375	319.410702	NaN	NaN	NaN	
16	-8.837449	564.159342	NaN	NaN	219.108690	319.383124	NaN	NaN	NaN	
17	-8.821864	564.083082	NaN	NaN	219.079167	319.350916	NaN	NaN	NaN	
18	-8.814824	564.022347	NaN	NaN	219.049393	319.314966	NaN	NaN	NaN	
19	-8.816997	563.975304	NaN	NaN	219.020155	319.276726	NaN	NaN	NaN	
20	-8.827523	563.939559	NaN	NaN	218.992371	319.238076	NaN	NaN	NaN	
21	-8.844260	563.912621	NaN	NaN	218.966665	319.200461	NaN	NaN	NaN	
22	-8.864243	563.892365	NaN	NaN	218.943039	319.164261	NaN	NaN	NaN	
23	-8.884110	563.877499	NaN	NaN	218.921029	319.129052	NaN	NaN	NaN	
24	-8.900203	563.867515	NaN	NaN	218.900075	319.094330	NaN	NaN	NaN	
25	-8.909240	563.862109	NaN	NaN	218.879747	319.060001	NaN	NaN	NaN	
26	-8.909875	563.860617	NaN	NaN	218.859728	319.026409	NaN	NaN	NaN	
27	-8.902909	563.861703	NaN	NaN	218.839619	318.994025	NaN	NaN	NaN	
28	-8.890178	563.864134	NaN	NaN	218.818879	318.963109	NaN	NaN	NaN	
29	-8.873496	563.867834	NaN	NaN	218.797085	318.933478	NaN	NaN	NaN	
30	-8.853600	563.873324	NaN	NaN	218.774040	318.904289	NaN	NaN	NaN	
31	-8.830486	563.880063	NaN	NaN	218.749494	318.874057	NaN	NaN	NaN	
32	-8.804859	563.885579	NaN	NaN	218.722942	318.840981	NaN	NaN	NaN	
33	-8.777901	563.886184	NaN	NaN	218.693819	318.803449	NaN	NaN	NaN	
34	-8.750186	563.878461	NaN	NaN	218.661896	318.760653	NaN	NaN	NaN	
35	-8.722018	563.860214	NaN	NaN	218.627555	318.713027	NaN	NaN	NaN	
36	-8.694038	563.830645	NaN	NaN	218.591772	318.662163	NaN	NaN	NaN	
37	-8.666697	563.790321	NaN	NaN	218.555813	318.610210	NaN	NaN	NaN	
38	-8.639719	563.741226	NaN	NaN	218.520935	318.559288	NaN	NaN	NaN	
