LIMS	// User ID
11-12-2017	// Evaluation date
P024__2__[321-16-35-57]	17-11-2017	16:35:54:395	// Source file name and timestamp
2000.000	// Sampling rate
2.704	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	656.180630	-0.776848	-184.139893	358.849803	NaN	NaN	NaN	NaN	0.000000	
1	656.660640	-0.761996	-184.149073	358.803894	NaN	NaN	NaN	NaN	0.000000	
2	657.144491	-0.746992	-184.158114	358.753288	NaN	NaN	NaN	NaN	0.000000	
3	657.631791	-0.732942	-184.167075	358.697679	NaN	NaN	NaN	NaN	0.000000	
4	658.121805	-0.720938	-184.176073	358.636392	NaN	NaN	NaN	NaN	0.000000	
5	658.614559	-0.712404	-184.185104	358.568585	NaN	NaN	NaN	NaN	0.000000	
6	659.110540	-0.708612	-184.194036	358.493453	NaN	NaN	NaN	NaN	0.000000	
7	659.609255	-0.709912	-184.202747	358.410541	NaN	NaN	NaN	NaN	0.000000	
8	660.108902	-0.715755	-184.211105	358.320179	NaN	NaN	NaN	NaN	0.000000	
9	660.607413	-0.725498	-184.218784	358.223537	NaN	NaN	NaN	NaN	0.000000	
10	661.102901	-0.738936	-184.225130	358.122562	NaN	NaN	NaN	NaN	0.000000	
11	661.592971	-0.755716	-184.229274	358.020045	NaN	NaN	NaN	NaN	0.000000	
12	662.074289	-0.774763	-184.230414	357.918979	NaN	NaN	NaN	NaN	0.000000	
13	662.542983	-0.794764	-184.227999	357.821341	NaN	NaN	NaN	NaN	0.000000	
14	662.995585	-0.814940	-184.221852	357.727611	NaN	NaN	NaN	NaN	0.000000	
15	663.430011	-0.835268	-184.212527	357.637274	NaN	NaN	NaN	NaN	0.000000	
16	663.845465	-0.856189	-184.201419	357.549572	NaN	NaN	NaN	NaN	0.000000	
17	664.241554	-0.877781	-184.190131	357.463985	NaN	NaN	NaN	NaN	0.000000	
18	664.618005	-0.899186	-184.179905	357.380259	NaN	NaN	NaN	NaN	0.000000	
19	664.975275	-0.919117	-184.171690	357.298069	NaN	NaN	NaN	NaN	0.000000	
20	665.314914	-0.936616	-184.166348	357.216796	NaN	NaN	NaN	NaN	0.000000	
21	665.638846	-0.951278	-184.164555	357.135804	NaN	NaN	NaN	NaN	0.000000	
22	665.948385	-0.962938	-184.166613	357.054844	NaN	NaN	NaN	NaN	0.000000	
23	666.244104	-0.971091	-184.172473	356.974087	NaN	NaN	NaN	NaN	0.000000	
24	666.526531	-0.975147	-184.181946	356.893801	NaN	NaN	NaN	NaN	0.000000	
25	666.796573	-0.975508	-184.194848	356.814165	NaN	NaN	NaN	NaN	0.000000	
26	667.055093	-0.973588	-184.210906	356.735449	NaN	NaN	NaN	NaN	0.000000	
27	667.303078	-0.970489	-184.229810	356.657957	NaN	NaN	NaN	NaN	0.000000	
28	667.542677	-0.966209	-184.251485	356.581579	NaN	NaN	NaN	NaN	0.000000	
29	667.777155	-0.960211	-184.276078	356.505838	NaN	NaN	NaN	NaN	0.000000	
30	668.009466	-0.951955	-184.303575	356.430549	NaN	NaN	NaN	NaN	0.000000	
31	668.241391	-0.940597	-184.333570	356.356230	NaN	NaN	NaN	NaN	0.000000	
32	668.473766	-0.925227	-184.365409	356.283843	NaN	NaN	NaN	NaN	0.000000	
33	668.706385	-0.905956	-184.398468	356.214263	NaN	NaN	NaN	NaN	0.000000	
34	668.937844	-0.883928	-184.432322	356.147945	NaN	NaN	NaN	NaN	0.000000	
35	669.166763	-0.860271	-184.466852	356.084780	NaN	NaN	NaN	NaN	0.000000	
