LIMS	// User ID
11-12-2017	// Evaluation date
P028__4__[321-18-14-24]	17-11-2017	18:14:20:755	// Source file name and timestamp
2000.000	// Sampling rate
4.071	// Data capture period

Sample #	Left_FP	Right_FP	Left_X	Left_Y	Right_X	Right_Y	Global_X	Global_Y	JumpHeight	
0	276.655830	294.697216	-248.617807	261.855140	216.189703	241.888625	-8.875532	251.556645	0.000000	
1	276.597838	294.694213	-248.630999	261.795510	216.198238	241.896704	-8.854362	251.530948	0.000000	
2	276.543231	294.682722	-248.648458	261.735764	216.203740	241.911837	-8.841583	251.509042	0.000000	
3	276.493051	294.663813	-248.670222	261.677084	216.205832	241.932200	-8.837421	251.490561	0.000000	
4	276.446171	294.639559	-248.696568	261.618491	216.204351	241.954969	-8.840808	251.473514	0.000000	
5	276.400137	294.612868	-248.727820	261.557714	216.199444	241.976330	-8.849650	251.454743	0.000000	
6	276.352806	294.586806	-248.764224	261.492894	216.191902	241.992244	-8.861549	251.431174	0.000000	
7	276.303418	294.563928	-248.806123	261.423716	216.183293	242.000113	-8.874535	251.401260	0.000000	
8	276.252589	294.546138	-248.853948	261.351437	216.175427	241.999731	-8.887389	251.365482	0.000000	
9	276.201222	294.534801	-248.907768	261.277811	216.169729	241.992352	-8.899248	251.325331	0.000000	
10	276.149138	294.530543	-248.966707	261.203725	216.166939	241.979547	-8.908983	251.282034	0.000000	
11	276.095099	294.532727	-249.028864	261.129298	216.166888	241.963170	-8.915488	251.236595	0.000000	
12	276.037934	294.539705	-249.091894	261.055114	216.168625	241.945287	-8.918276	251.190369	0.000000	
13	275.976804	294.550136	-249.153759	260.982598	216.171030	241.927438	-8.917111	251.144851	0.000000	
14	275.910904	294.564029	-249.213007	260.913337	216.173289	241.910052	-8.911366	251.101014	0.000000	
15	275.839747	294.582739	-249.268502	260.847980	216.175090	241.892477	-8.899913	251.058808	0.000000	
16	275.763190	294.607909	-249.319338	260.785316	216.176806	241.873635	-8.881410	251.017061	0.000000	
17	275.681173	294.640138	-249.364906	260.722954	216.179324	241.852832	-8.854841	250.974247	0.000000	
18	275.594345	294.678718	-249.404531	260.659355	216.183480	241.829897	-8.819998	250.929559	0.000000	
19	275.505010	294.722137	-249.436935	260.595198	216.189639	241.804852	-8.777647	250.883400	0.000000	
20	275.417299	294.768260	-249.460158	260.533462	216.197600	241.777757	-8.729531	250.837344	0.000000	
21	275.336276	294.814194	-249.472051	260.478417	216.206586	241.748725	-8.678297	250.793642	0.000000	
22	275.266515	294.856398	-249.471088	260.434088	216.215329	241.717778	-8.627199	250.754379	0.000000	
23	275.211227	294.891594	-249.456909	260.403285	216.222536	241.684644	-8.579389	250.720874	0.000000	
24	275.172172	294.918256	-249.430455	260.387467	216.227607	241.649127	-8.536981	250.693779	0.000000	
25	275.149784	294.937355	-249.394033	260.386831	216.230999	241.611521	-8.500657	250.673333	0.000000	
26	275.143217	294.951546	-249.351172	260.400325	216.233850	241.572246	-8.470127	250.659189	0.000000	
27	275.150315	294.963615	-249.305761	260.425601	216.237235	241.531528	-8.444702	250.650250	0.000000	
28	275.167796	294.975765	-249.260779	260.459188	216.241828	241.489487	-8.423213	250.644814	0.000000	
29	275.191955	294.990283	-249.217735	260.497207	216.248193	241.445831	-8.403629	250.640760	0.000000	
30	275.219323	295.010203	-249.176845	260.536053	216.257075	241.399527	-8.383008	250.635706	0.000000	
31	275.246777	295.038608	-249.137444	260.572497	216.269039	241.349289	-8.358206	250.627321	0.000000	
32	275.271362	295.077374	-249.098778	260.603497	216.283826	241.294380	-8.327005	250.613673	0.000000	
33	275.290418	295.126969	-249.060635	260.626321	216.300448	241.234779	-8.288511	250.593375	0.000000	
34	275.302292	295.186724	-249.023161	260.639291	216.317981	241.171042	-8.242842	250.565883	0.000000	
35	275.306826	295.254500	-248.986583	260.642278	216.335863	241.104530	-8.191177	250.531869	0.000000	
36	275.304763	295.326812	-248.951555	260.636089	216.353500	241.037348	-8.135826	250.492882	0.000000	
37	275.296914	295.400023	-248.919408	260.621608	216.370170	240.971647	-8.079580	250.450537	0.000000	
38	275.283916	295.471229	-248.891599	260.599551	216.385259	240.909099	-8.024870	250.406105	0.000000	
39	275.266264	295.538353	-248.868999	260.570502	216.398351	240.850858	-7.973355	250.360509	0.000000	
40	275.244348	295.599993	-248.851696	260.534964	216.409201	240.797653	-7.925917	250.314404	0.000000	
41	275.218768	295.655314	-248.839119	260.493698	216.417710	240.749867	-7.882911	250.268381	0.000000	
42	275.190955	295.703969	-248.830246	260.448381	216.423917	240.707588	-7.844564	250.223328	0.000000	
43	275.163261	295.746043	-248.823558	260.401720	216.427991	240.670646	-7.811013	250.180505	0.000000	
44	275.138515	295.782028	-248.817016	260.357017	216.430237	240.638630	-7.782115	250.141332	0.000000	
45	275.119602	295.812825	-248.808797	260.317762	216.431111	240.610892	-7.757623	250.107193	0.000000	
46	275.108763	295.839764	-248.798209	260.286939	216.431238	240.586533	-7.737302	250.079078	0.000000	
47	275.106849	295.864370	-248.785323	260.266296	216.431312	240.564546	-7.720586	250.057295	0.000000	
48	275.113084	295.887585	-248.769807	260.256148	216.431738	240.544280	-7.706409	250.041629	0.000000	
49	275.125314	295.909241	-248.750764	260.255711	216.432384	240.525758	-7.693562	250.031679	0.000000	
50	275.140763	295.928593	-248.727564	260.263961	216.432844	240.509353	-7.681072	250.027108	0.000000	
51	275.156462	295.945113	-248.700312	260.280189	216.432807	240.495319	-7.668104	250.027660	0.000000	
52	275.169092	295.958726	-248.669603	260.303452	216.432177	240.483646	-7.653624	250.032818	0.000000	
53	275.175962	295.969799	-248.636218	260.332201	216.431062	240.474064	-7.636671	250.041642	0.000000	
54	275.176883	295.979152	-248.601167	260.365270	216.429786	240.466043	-7.617165	250.053278	0.000000	
55	275.174448	295.987809	-248.565610	260.403113	216.428773	240.458938	-7.596136	250.067639	0.000000	
56	275.172423	295.996206	-248.530528	260.447523	216.428170	240.452461	-7.575399	250.085500	0.000000	
57	275.173927	296.003647	-248.496811	260.500107	216.427597	240.447009	-7.557168	250.107909	0.000000	
58	275.180427	296.008825	-248.465408	260.561142	216.426389	240.443350	-7.543377	250.135449	0.000000	
59	275.191816	296.010588	-248.436856	260.629558	216.423959	240.442165	-7.534993	250.167974	0.000000	
60	275.206980	296.008164	-248.411026	260.703446	216.419900	240.443919	-7.531998	250.204800	0.000000	
61	275.223732	296.001115	-248.387659	260.779922	216.413965	240.448878	-7.533642	250.244646	0.000000	
62	275.238695	295.989322	-248.366902	260.854942	216.406060	240.457130	-7.538669	250.285547	0.000000	
63	275.248568	295.972980	-248.349365	260.924546	216.396243	240.468581	-7.545874	250.325483	0.000000	
64	275.251387	295.952615	-248.335920	260.986107	216.384729	240.482946	-7.554534	250.362995	0.000000	
65	275.246139	295.929123	-248.327384	261.037855	216.371908	240.499727	-7.564062	250.396935	0.000000	
66	275.231842	295.903826	-248.324230	261.077853	216.358373	240.518182	-7.573446	250.425944	0.000000	
67	275.207210	295.878272	-248.326502	261.103570	216.344827	240.537439	-7.581194	250.448297	0.000000	
68	275.170888	295.853490	-248.333933	261.112021	216.331729	240.556948	-7.585967	250.462230	0.000000	
69	275.122265	295.829495	-248.346268	261.100503	216.319063	240.576774	-7.587381	250.466462	0.000000	
70	275.062040	295.805868	-248.363471	261.067555	216.306609	240.597257	-7.585991	250.460488	0.000000	
71	274.991713	295.782585	-248.385490	261.013811	216.294333	240.618509	-7.582427	250.444703	0.000000	
72	274.913119	295.760313	-248.412017	260.942476	216.282527	240.640243	-7.576898	250.420530	0.000000	
73	274.828565	295.740458	-248.442726	260.858510	216.271830	240.661745	-7.569335	250.390012	0.000000	
74	274.739840	295.724965	-248.477587	260.766213	216.263138	240.681990	-7.559245	250.354692	0.000000	
75	274.646624	295.715594	-248.516707	260.667184	216.257257	240.700083	-7.545435	250.314845	0.000000	
76	274.547109	295.713453	-248.560004	260.561054	216.254685	240.715534	-7.526403	250.269991	0.000000	
77	274.440270	295.719622	-248.607281	260.447924	216.255905	240.727892	-7.500939	250.219915	0.000000	
78	274.327028	295.735765	-248.658366	260.329637	216.261673	240.736373	-7.468299	250.165092	0.000000	
79	274.209502	295.763372	-248.712739	260.209051	216.272661	240.740322	-7.428186	250.106575	0.000000	
