LIMS	// User ID
11-12-2017	// Evaluation date
P026__26__[321-17-41-19]	17-11-2017	17:41:15:664	// Source file name and timestamp
2000.000	// Sampling rate
3.585	// Data capture period

Sample #	Left_FP	Right_FP	Symmetry_GRF	Max_vGRF	
0	-2.985425	-3.914631	NaN	1908.226924	
1	-2.961321	-3.884016	NaN	1908.226924	
2	-2.955092	-3.868697	NaN	1908.226924	
3	-2.964109	-3.867835	NaN	1908.226924	
4	-2.985611	-3.879988	NaN	1908.226924	
5	-3.016849	-3.903317	NaN	1908.226924	
6	-3.054648	-3.936329	NaN	1908.226924	
7	-3.095805	-3.978344	NaN	1908.226924	
8	-3.137772	-4.028885	NaN	1908.226924	
9	-3.178791	-4.086786	NaN	1908.226924	
10	-3.217780	-4.149821	NaN	1908.226924	
11	-3.254255	-4.214844	NaN	1908.226924	
12	-3.288277	-4.278422	NaN	1908.226924	
13	-3.320440	-4.337473	NaN	1908.226924	
14	-3.351585	-4.389625	NaN	1908.226924	
15	-3.381960	-4.433623	NaN	1908.226924	
16	-3.410633	-4.469515	NaN	1908.226924	
17	-3.436009	-4.498905	NaN	1908.226924	
18	-3.456592	-4.525012	NaN	1908.226924	
19	-3.471187	-4.551411	NaN	1908.226924	
20	-3.478824	-4.580521	NaN	1908.226924	
21	-3.478703	-4.613145	NaN	1908.226924	
22	-3.470437	-4.648773	NaN	1908.226924	
23	-3.454899	-4.686377	NaN	1908.226924	
24	-3.434557	-4.725178	NaN	1908.226924	
25	-3.412164	-4.764858	NaN	1908.226924	
26	-3.389471	-4.805246	NaN	1908.226924	
27	-3.367613	-4.845724	NaN	1908.226924	
28	-3.347757	-4.885167	NaN	1908.226924	
29	-3.330597	-4.922428	NaN	1908.226924	
30	-3.315824	-4.956811	NaN	1908.226924	
31	-3.302701	-4.988573	NaN	1908.226924	
32	-3.290895	-5.018918	NaN	1908.226924	
33	-3.280762	-5.049477	NaN	1908.226924	
34	-3.273079	-5.081806	NaN	1908.226924	
35	-3.268230	-5.116615	NaN	1908.226924	
36	-3.265647	-5.153214	NaN	1908.226924	
37	-3.264077	-5.190022	NaN	1908.226924	
38	-3.261520	-5.225306	NaN	1908.226924	
39	-3.255131	-5.257344	NaN	1908.226924	
40	-3.242520	-5.284325	NaN	1908.226924	
41	-3.222789	-5.304517	NaN	1908.226924	
42	-3.195635	-5.316720	NaN	1908.226924	
43	-3.160765	-5.320195	NaN	1908.226924	
44	-3.118766	-5.314064	NaN	1908.226924	
45	-3.071444	-5.297258	NaN	1908.226924	
46	-3.021362	-5.269309	NaN	1908.226924	
47	-2.971712	-5.231181	NaN	1908.226924	
48	-2.926215	-5.185607	NaN	1908.226924	
49	-2.888182	-5.136696	NaN	1908.226924	
50	-2.859272	-5.088485	NaN	1908.226924	
51	-2.839301	-5.043491	NaN	1908.226924	
52	-2.826838	-5.002310	NaN	1908.226924	
53	-2.819715	-4.963953	NaN	1908.226924	
54	-2.815792	-4.926938	NaN	1908.226924	
55	-2.813436	-4.890646	NaN	1908.226924	
56	-2.810862	-4.855305	NaN	1908.226924	
57	-2.805469	-4.820913	NaN	1908.226924	
58	-2.794288	-4.786973	NaN	1908.226924	
59	-2.774994	-4.753052	NaN	1908.226924	
60	-2.746944	-4.719063	NaN	1908.226924	
61	-2.711741	-4.684997	NaN	1908.226924	
62	-2.672461	-4.650387	NaN	1908.226924	
63	-2.632100	-4.614305	NaN	1908.226924	
64	-2.592883	-4.575618	NaN	1908.226924	
65	-2.556690	-4.532954	NaN	1908.226924	
66	-2.525170	-4.485774	NaN	1908.226924	
67	-2.499272	-4.436055	NaN	1908.226924	
68	-2.479026	-4.387854	NaN	1908.226924	
69	-2.463842	-4.345303	NaN	1908.226924	
70	-2.453366	-4.311451	NaN	1908.226924	
71	-2.448042	-4.288157	NaN	1908.226924	
72	-2.448567	-4.276209	NaN	1908.226924	
73	-2.455064	-4.275372	NaN	1908.226924	
74	-2.467088	-4.284389	NaN	1908.226924	
75	-2.484464	-4.301195	NaN	1908.226924	
76	-2.507847	-4.323650	NaN	1908.226924	
77	-2.538457	-4.350259	NaN	1908.226924	
78	-2.577836	-4.380366	NaN	1908.226924	
79	-2.627329	-4.413822	NaN	1908.226924	
80	-2.686687	-4.450403	NaN	1908.226924	
81	-2.753155	-4.489773	NaN	1908.226924	
82	-2.822455	-4.531728	NaN	1908.226924	
83	-2.891125	-4.575604	NaN	1908.226924	
84	-2.958030	-4.619650	NaN	1908.226924	
85	-3.023693	-4.661763	NaN	1908.226924	
86	-3.088542	-4.700746	NaN	1908.226924	
87	-3.152029	-4.736507	NaN	1908.226924	
88	-3.213141	-4.769469	NaN	1908.226924	
89	-3.271173	-4.800288	NaN	1908.226924	
90	-3.325941	-4.829870	NaN	1908.226924	
91	-3.377740	-4.859108	NaN	1908.226924	
92	-3.427325	-4.888361	NaN	1908.226924	
93	-3.475623	-4.917441	NaN	1908.226924	
94	-3.522892	-4.945875	NaN	1908.226924	
95	-3.568119	-4.972578	NaN	1908.226924	
96	-3.609521	-4.995784	NaN	1908.226924	
97	-3.645292	-5.013220	NaN	1908.226924	
98	-3.673777	-5.021698	NaN	1908.226924	
99	-3.693652	-5.017226	NaN	1908.226924	
100	-3.704708	-4.996483	NaN	1908.226924	
101	-3.708405	-4.958612	NaN	1908.226924	
102	-3.707360	-4.906031	NaN	1908.226924	
103	-3.704611	-4.843738	NaN	1908.226924	
104	-3.703191	-4.777635	NaN	1908.226924	
105	-3.705419	-4.712901	NaN	1908.226924	
106	-3.712437	-4.653173	NaN	1908.226924	
107	-3.724843	-4.600488	NaN	1908.226924	
108	-3.743296	-4.555423	NaN	1908.226924	
109	-3.767960	-4.517433	NaN	1908.226924	
110	-3.797925	-4.485693	NaN	1908.226924	
111	-3.831726	-4.459922	NaN	1908.226924	
112	-3.868114	-4.440665	NaN	1908.226924	
113	-3.906260	-4.429056	NaN	1908.226924	
114	-3.945693	-4.426052	NaN	1908.226924	
115	-3.986252	-4.431643	NaN	1908.226924	
116	-4.027766	-4.444577	NaN	1908.226924	
117	-4.069154	-4.462295	NaN	1908.226924	
